emuIRN,curatorial_section,object_number,object_name,native_name,culture,provenience,material,period,date_made,date_made_early,date_made_late,accession_credit_line,creator,description,manufacture_locationlocus,culture_area,technique,iconography,measurement_height,measurement_length,measurement_width,measurement_outside_diameter,measurement_tickness,measurement_unit,other_numbers,url,image
230903,Near Eastern,CG851202-0710,Coin,,,Iran|Rayy,Bronze,,,,,"Received from various sources, pre-1985",,,,,,,,,,,,,RCh 21,http://www.penn.museum/collections/object/230903,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
6384,Near Eastern,61-14-1940,Sherd,,,Israel|Beth Shemesh,Ceramic,,,,,"Purchased from Haverford College, 1961",,Rim sherd.  Philistine ware.,,,,,,,,,,,,http://www.penn.museum/collections/object/6384,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
292889,Near Eastern,61-14-1929,Sherd,,,Israel|Beth Shemesh,Ceramic,,,,,"Purchased from Haverford College, 1961",,Rim sherd.  Philistine ware.,,,,,,,,,,,,http://www.penn.museum/collections/object/292889,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
255638,Near Eastern,61-14-1739,Pestle (uncertain),,,Israel|Beth Shemesh,Stone,,,,,"Purchased from Haverford College, 1961",,"Ball shaped, flat top and bottom, fire cracked.",,,,,,,,,,,,http://www.penn.museum/collections/object/255638,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
56263,Near Eastern,61-14-1991,Body Sherd,,Philistine,Israel|Beth Shemesh,Ceramic,,,,,"Purchased from Haverford College, 1961",,Body sherd.  Philistine ware.,,,,,,,,,,,,http://www.penn.museum/collections/object/56263,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
247265,Near Eastern,61-14-1732,Whetstone,,,Israel|Beth Shemesh,Stone,,,,,"Purchased from Haverford College, 1961",,Whetstone; ovoid.,,,,,,,,,,,1638,http://www.penn.museum/collections/object/247265,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
276647,Near Eastern,61-14-1995,Sherd,,,Israel|Beth Shemesh,Ceramic,,,,,"Purchased from Haverford College, 1961",,Body sherd.  Philistine ware.,,,,,,,,,,,?,http://www.penn.museum/collections/object/276647,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
310857,Near Eastern,61-14-1752,Grinding Stone,,,Israel|Beth Shemesh,Pumice,,,,,"Purchased from Haverford College, 1961",,Pumice stone.  Rectangular piece with projecting portion resembling handle.,,,,,,,,,,,4-26-33|452,http://www.penn.museum/collections/object/310857,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
201986,Near Eastern,61-14-1993,Sherd,,,Israel|Beth Shemesh,Ceramic,,,,,"Purchased from Haverford College, 1961",,Body sherd.  Philistine ware.,,,,,,,,,,,?,http://www.penn.museum/collections/object/201986,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
106320,Near Eastern,61-14-1755,Weight,,,Israel|Beth Shemesh,Stone,,,,,"Purchased from Haverford College, 1961",,"Barrel-shaped object, one end smaller than the other, hole drilled through center.",,,,,,,,,,,1295,http://www.penn.museum/collections/object/106320,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
247548,Near Eastern,61-14-1988,Sherd,,,Israel|Beth Shemesh,Ceramic,,,,,"Purchased from Haverford College, 1961",,Body sherd. Philistine ware.,,,,,,,,,,,,http://www.penn.museum/collections/object/247548,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
366728,Near Eastern,63-5-1046,Sherd,,,Iran|Hasanlu,Ceramic,,,,,"The Hasanlu Project; Robert H. Dyson Jr., 1962",,,,,,,,,,,,,,http://www.penn.museum/collections/object/366728,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
10186,Near Eastern,61-14-1964,Rim Sherd,,Philistine,Israel|Beth Shemesh,Ceramic,,,,,"Purchased from Haverford College, 1961",,Rim sherd.  Philistine ware.,,,,,,,,,,,?,http://www.penn.museum/collections/object/10186,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
180853,Near Eastern,61-14-1973,Sherd,,,Israel|Beth Shemesh,Ceramic,,,,,"Purchased from Haverford College, 1961",,Body sherd.  Philistine ware.,,,,,,,,,,,?,http://www.penn.museum/collections/object/180853,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
262492,Near Eastern,61-14-1950,Sherd,,,Israel|Beth Shemesh,Ceramic,,,,,"Purchased from Haverford College, 1961",,Rim sherd. Philistine ware.,,,,,,,,,,,,http://www.penn.museum/collections/object/262492,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
76851,Near Eastern,61-14-1971,Sherd,,,Israel|Beth Shemesh,Ceramic,,,,,"Purchased from Haverford College, 1961",,Body sherd.  Philistine ware.,,,,,,,,,,,,http://www.penn.museum/collections/object/76851,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
216783,Near Eastern,61-14-922,Scarab,,,Israel|Beth Shemesh,Carnelian,,,,,"Purchased from Haverford College, 1961",,Carnelian scarab bead.,,,,,,,,,,,,http://www.penn.museum/collections/object/216783,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
318674,Near Eastern,61-14-923,Scarab,,,Israel|Beth Shemesh,Carnelian,,,,,"Purchased from Haverford College, 1961",,Carnelian scarab bead-x mark on bottom.,,,,,,,,,,,,http://www.penn.museum/collections/object/318674,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
109950,Near Eastern,61-14-924,Scaraboid,,,Israel|Beth Shemesh,Carnelian,,,,,"Purchased from Haverford College, 1961",,Carnelian scaraboid bead.,,,,,,,,,,,,http://www.penn.museum/collections/object/109950,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
107633,Near Eastern,61-14-537,Spindle Whorl,,,Israel|Beth Shemesh,Stone,,,,,"Purchased from Haverford College, 1961",,"Black stone whorl, pyramidal shape.",,,,,,,,,,,1659,http://www.penn.museum/collections/object/107633,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
105343,Near Eastern,61-14-538,Spindle Whorl,,,Israel|Beth Shemesh,Stone,,,,,"Purchased from Haverford College, 1961",,Black stone whorl.,,,,,,,,,,,1674,http://www.penn.museum/collections/object/105343,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
81618,Near Eastern,61-14-539,Spindle Whorl,,,Israel|Beth Shemesh,Stone,,,,,"Purchased from Haverford College, 1961",,Dark grey stone whorl.,,,,,,,,,,,1695,http://www.penn.museum/collections/object/81618,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
81619,Near Eastern,61-14-540,Spindle Whorl,,,Israel|Beth Shemesh,Stone,,,,,"Purchased from Haverford College, 1961",,"Black stone whorl, pyramidal shape.",,,,,,,,,,,1711,http://www.penn.museum/collections/object/81619,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
227598,Near Eastern,61-14-541,Spindle Whorl,,,Israel|Beth Shemesh,Stone,,,,,"Purchased from Haverford College, 1961",,Black stone whorl with boss.,,,,,,,,,,,1711,http://www.penn.museum/collections/object/227598,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
12685,Near Eastern,61-14-545,Spindle Whorl,,,Israel|Beth Shemesh,Stone,,,,,"Purchased from Haverford College, 1961",,Small black stone whorl.  Pyramidal shape.,,,,,,,,,,,H2012,http://www.penn.museum/collections/object/12685,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
128921,Near Eastern,61-14-546,Spindle Whorl,,,Israel|Beth Shemesh,Stone,,,,,"Purchased from Haverford College, 1961",,Small gray stone whorl.  Boss.,,,,,,,,,,,202,http://www.penn.museum/collections/object/128921,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
269332,Near Eastern,61-14-549,Spindle Whorl,,,Israel|Beth Shemesh,Stone,,,,,"Purchased from Haverford College, 1961",,Black stone whorl.  Two convex sides.,,,,,,,,,,,1744,http://www.penn.museum/collections/object/269332,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
80828,Near Eastern,61-14-551,Spindle Whorl,,,Israel|Beth Shemesh,Bone,,,,,"Purchased from Haverford College, 1961",,"Bone whorl, light cream.",,,,,,,,,,,967,http://www.penn.museum/collections/object/80828,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
289704,Near Eastern,61-14-645,Vessel Fragment,,,Israel|Beth Shemesh,Faience,,,,,"Purchased from Haverford College, 1961",,Base fragment of faience vessel; pale blue on both sides.,,,,,,,,,,,H1961,http://www.penn.museum/collections/object/289704,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
67699,Near Eastern,61-14-646,Disk|Box Lid (uncertain),,,Israel|Beth Shemesh,Ivory,,,,,"Purchased from Haverford College, 1961",,Ivory disk (cover of a box?); topside polished -has incised six petal design radiating from center with incised concentric lines.  One side edge flattened with four pierced holes between which are three grooves on underside; (these may be traces of wire loop fastenings.  Opposite edge chipped.,,,Incised,,,,,,,,939,http://www.penn.museum/collections/object/67699,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
129717,Near Eastern,61-14-648,Inlay,,,Israel|Beth Shemesh,Bone (uncertain)|Ivory (uncertain),,,,,"Purchased from Haverford College, 1961",,Inlay of ivory/bone; incised slanting parallel lines on one side.  Rectangular.,,,Incised,,,,,,,,,http://www.penn.museum/collections/object/129717,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
110314,Near Eastern,61-14-1050,Whetstone,,,Israel|Beth Shemesh,Stone,,,,,"Purchased from Haverford College, 1961",,"Grey.  One end has hole on each side, but not pierced.",,,,,,,,,,,,http://www.penn.museum/collections/object/110314,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
32430,Near Eastern,61-14-260,Arrowhead,,,Israel|Beth Shemesh,Bronze,,,,,"Purchased from Haverford College, 1961",,Bronze/copper arrowhead.,,,,,,,,,,,,http://www.penn.museum/collections/object/32430,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
155835,Near Eastern,61-14-262,Arrowhead,,,Israel|Beth Shemesh,Bronze,,,,,"Purchased from Haverford College, 1961",,Bronze/copper arrowhead with pointed end.,,,,,,,,,,,,http://www.penn.museum/collections/object/155835,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
209315,Near Eastern,61-14-263,Arrowhead,,,Israel|Beth Shemesh,Bronze,,,,,"Purchased from Haverford College, 1961",,"Bronze/copper arrowhead, pointed end.",,,,,,,,,,,,http://www.penn.museum/collections/object/209315,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
314297,Near Eastern,61-14-264,Arrowhead,,,Israel|Beth Shemesh,Bronze,,,,,"Purchased from Haverford College, 1961",,Base of bronze/copper arrowhead.  Square solid tang.,,,,,,,,,,,,http://www.penn.museum/collections/object/314297,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
237601,Near Eastern,61-14-265,Arrowhead,,,Israel|Beth Shemesh,Bronze,,,,,"Purchased from Haverford College, 1961",,"Bronze/copper arrowhead.  Pointed end, no midrib, leaf-shaped, square, solid tang.",,,,,,,,,,,,http://www.penn.museum/collections/object/237601,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
78477,Near Eastern,61-14-266,Arrowhead,,,Israel|Beth Shemesh,Bronze,,,,,"Purchased from Haverford College, 1961",,Bronze/copper pointed end of arrowhead. Tang missing.,,,,,,,,,,,H1820,http://www.penn.museum/collections/object/78477,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
339932,Near Eastern,61-14-268,Arrowhead,,,Israel|Beth Shemesh,Bronze,,,,,"Purchased from Haverford College, 1961",,"Bronze/copper arrowhead.  Leaf-shaped, solid tang.",,,,,,,,,,,H1822,http://www.penn.museum/collections/object/339932,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
201775,Near Eastern,61-14-269,Arrowhead,,,Israel|Beth Shemesh,Bronze,,,,,"Purchased from Haverford College, 1961",,Bronze/copper arrowhead.  Leaf-shaped.,,,,,,,,,,,H1823,http://www.penn.museum/collections/object/201775,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
201776,Near Eastern,61-14-270,Arrowhead,,,Israel|Beth Shemesh,Bronze,,,,,"Purchased from Haverford College, 1961",,"Bronze/copper arrowhead.  Pointed end, tang corroded away, no midrib.",,,,,,,,,,,H1824,http://www.penn.museum/collections/object/201776,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
315614,Near Eastern,61-14-271,Arrowhead,,,Israel|Beth Shemesh,Bronze,,,,,"Purchased from Haverford College, 1961",,Bronze/copper point of arrowhead.,,,,,,,,,,,H1825,http://www.penn.museum/collections/object/315614,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
30504,Near Eastern,61-14-272,Arrowhead,,,Israel|Beth Shemesh,Bronze,,,,,"Purchased from Haverford College, 1961",,Arrowhead fragment-bronze.,,,,,,,,,,,H1817,http://www.penn.museum/collections/object/30504,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
4210,Near Eastern,61-14-273,Arrowhead,,,Israel|Beth Shemesh,Bronze,,,,,"Purchased from Haverford College, 1961",,Bronze/copper arrowhead.  Solid tang.  No definate midrib (bowed).,,,,,,,,,,,H1817,http://www.penn.museum/collections/object/4210,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
211073,Near Eastern,61-14-275,Arrowhead,,,Israel|Beth Shemesh,Bronze,,,,,"Purchased from Haverford College, 1961",,"Bronze arrowhead, diamond-shaped blade, pointed tip bent- solid square tang.",,,,,,,,,,,H1816,http://www.penn.museum/collections/object/211073,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
321930,Near Eastern,61-14-276,Knife (uncertain)|Arrowhead (uncertain),,,Israel|Beth Shemesh,Bronze,,,,,"Purchased from Haverford College, 1961",,"Finely shaped bronze arrowhead or knife- slight midrib, thin blade, curved strap-like tang.",,,,,,,,,,,1611,http://www.penn.museum/collections/object/321930,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
235816,Near Eastern,61-14-277,Knife (uncertain)|Arrowhead (uncertain),,,Israel|Beth Shemesh,Bronze,,,,,"Purchased from Haverford College, 1961",,"Bronze arrowhead/ knife with tang bent over. Rounded end, 2 edges, square solid tang.",,,,,,,,,,,1694,http://www.penn.museum/collections/object/235816,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
103003,Near Eastern,61-14-278,Arrowhead,,,Israel|Beth Shemesh,Bronze,,,,,"Purchased from Haverford College, 1961",,"Bronze/copper arrowhead, pointed end, midrib square tang.",,,,,,,,,,,,http://www.penn.museum/collections/object/103003,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
26989,Near Eastern,61-14-279,Arrowhead,,,Israel|Beth Shemesh,Bronze,,,,,"Purchased from Haverford College, 1961",,"Bronze/copper arrowhead.  Pointed end, long leaf-like blade.  Probably a square tang.",,,,,,,,,,,1669,http://www.penn.museum/collections/object/26989,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
26990,Near Eastern,61-14-280,Arrowhead,,,Israel|Beth Shemesh,Bronze,,,,,"Purchased from Haverford College, 1961",,"Bronze/ copper arrowhead.  Spike-like end, midrib.",,,,,,,,,,,1649,http://www.penn.museum/collections/object/26990,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
50573,Near Eastern,61-14-281,Arrowhead,,,Israel|Beth Shemesh,Bronze,,,,,"Purchased from Haverford College, 1961",,"Spike-shaped bronze/copper arrowhead, midrib.",,,,,,,,,,,1641,http://www.penn.museum/collections/object/50573,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
232487,Near Eastern,61-14-282,Arrowhead,,,Israel|Beth Shemesh,Bronze,,,,,"Purchased from Haverford College, 1961",,Bronze arrow or spearhead.  Midrib and tang.,,,,,,,,,,,195,http://www.penn.museum/collections/object/232487,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
162918,Near Eastern,61-14-283,Arrowhead,,,Israel|Beth Shemesh,Bronze,,,,,"Purchased from Haverford College, 1961",,"Base, blade, and tang of bronze/copper arrowhead midrib.",,,,,,,,,,,H2021,http://www.penn.museum/collections/object/162918,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
284476,Near Eastern,61-14-284,Arrowhead,,,Israel|Beth Shemesh,Bronze,,,,,"Purchased from Haverford College, 1961",,"Bronze/copper arrowhead.  Thin leaf shaped blade, solid tang.  Returned after conservation 7/82.",,,,,,,,,,,1560,http://www.penn.museum/collections/object/284476,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
149938,Near Eastern,61-14-286,Arrowhead,,,Israel|Beth Shemesh,Bronze,,,,,"Purchased from Haverford College, 1961",,"Bronze/copper arrowhead.  Solid tang, no midrib.",,,,,,,,,,,1636,http://www.penn.museum/collections/object/149938,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
133555,Near Eastern,61-14-287,Arrowhead,,,Israel|Beth Shemesh,Bronze,,,,,"Purchased from Haverford College, 1961",,"Bronze/copper arrowhead, wide rounded midrib, solid round tang, part missing- slightly bowed.",,,,,,,,,,,H1805,http://www.penn.museum/collections/object/133555,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
185742,Near Eastern,61-14-288,Arrowhead,,,Israel|Beth Shemesh,Bronze,,,,,"Purchased from Haverford College, 1961",,Point of bronze arrowhead.,,,,,,,,,,,H1806,http://www.penn.museum/collections/object/185742,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
261597,Near Eastern,61-14-314,Drill (uncertain)|Punch (uncertain),,,Israel|Beth Shemesh,Bronze (uncertain)|Copper (uncertain),,,,,"Purchased from Haverford College, 1961",,Bronze/copper punch/drill.,,,,,,,,,,,1719,http://www.penn.museum/collections/object/261597,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
317291,Near Eastern,61-14-319,Drill (uncertain)|Punch (uncertain),,,Israel|Beth Shemesh,Bronze (uncertain)|Copper (uncertain),,,,,"Purchased from Haverford College, 1961",,Bronze/copper punch/drill- squared.,,,,,,,,,,,H1886,http://www.penn.museum/collections/object/317291,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
317292,Near Eastern,61-14-320,Drill (uncertain)|Punch (uncertain),,,Israel|Beth Shemesh,Bronze (uncertain)|Copper (uncertain),,,,,"Purchased from Haverford College, 1961",,Bronze/copper punch/drill- squared section.,,,,,,,,,,,H1888,http://www.penn.museum/collections/object/317292,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
235449,Near Eastern,61-14-321,Drill (uncertain)|Punch (uncertain),,,Israel|Beth Shemesh,Bronze,,,,,"Purchased from Haverford College, 1961",,Bronze/copper punch/drill.,,,,,,,,,,,H1913,http://www.penn.museum/collections/object/235449,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
103540,Near Eastern,61-14-322,Drill,,,Israel|Beth Shemesh,Bronze (uncertain)|Copper (uncertain),,,,,"Purchased from Haverford College, 1961",,Bronze/copper section of punch/drill.,,,,,,,,,,,H1913,http://www.penn.museum/collections/object/103540,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
99833,Near Eastern,61-14-323,Drill,,,Israel|Beth Shemesh,Bronze (uncertain)|Copper (uncertain),,,,,"Purchased from Haverford College, 1961",,"Bronze/copper, section of punch/drill.",,,,,,,,,,,H1913,http://www.penn.museum/collections/object/99833,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
23783,Near Eastern,61-14-324,Plate,,,Israel|Beth Shemesh,Bronze,,,,,"Purchased from Haverford College, 1961",,Bronze/copper plate.,,,,,,,,,,,H1917,http://www.penn.museum/collections/object/23783,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
184756,Near Eastern,61-14-325,Plate,,,Israel|Beth Shemesh,Bronze,,,,,"Purchased from Haverford College, 1961",,"Bronze/copper plate, axe shaped.",,,,,,,,,,,H1918,http://www.penn.museum/collections/object/184756,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
313073,Near Eastern,61-14-326,Plate,,,Israel|Beth Shemesh,Bronze,,,,,"Purchased from Haverford College, 1961",,"Bronze/copper plate, groove running along length- mended.",,,,,,,,,,,1364 or 1365?,http://www.penn.museum/collections/object/313073,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
122867,Near Eastern,61-14-329,Plate,,,Israel|Beth Shemesh,Bronze,,,,,"Purchased from Haverford College, 1961",,Bronze/copper- piece of bronze plate roughly circular.,,,,,,,,,,,H1916,http://www.penn.museum/collections/object/122867,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
122868,Near Eastern,61-14-330,Plate,,,Israel|Beth Shemesh,Bronze,,,,,"Purchased from Haverford College, 1961",,Bronze/copper - axe shaped piece of plate.,,,,,,,,,,,H1917,http://www.penn.museum/collections/object/122868,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
149110,Near Eastern,61-14-331,Plate,,,Israel|Beth Shemesh,Bronze (uncertain)|Copper (uncertain),,,,,"Purchased from Haverford College, 1961",,"Bronze/copper, piece of plate; thin depression in center.",,,,,,,,,,,33-4-200,http://www.penn.museum/collections/object/149110,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
224597,Near Eastern,61-14-332,Boss,,,Israel|Beth Shemesh,Bronze (uncertain)|Copper (uncertain),,,,,"Purchased from Haverford College, 1961",,Bronze/copper ornament.  Rim pierced for rivets.,,,,,,,,,,,33-4-517,http://www.penn.museum/collections/object/224597,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
275711,Near Eastern,61-14-334,Pin (uncertain)|Needle (uncertain),,,Israel|Beth Shemesh,Bronze (uncertain)|Copper (uncertain),,,,,"Purchased from Haverford College, 1961",,Bronze/copper pin or needle part.,,,,,,,,,,,H2017,http://www.penn.museum/collections/object/275711,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
293348,Near Eastern,61-14-1365,Chalice,,,Israel|Beth Shemesh,Ceramic,,,,,"Purchased from Haverford College, 1961",,Buff ware.  Red paint/slip on interior of flaring rim.  Rim and pedestal mended with piece still missing in rim.,,,,,,,,,,,,http://www.penn.museum/collections/object/293348,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/291804_800.jpg
29687,Near Eastern,61-14-1918,Rim Sherd,,Philistine,Israel|Beth Shemesh,Ceramic,,,,,"Purchased from Haverford College, 1961",,Rim sherd.  Philistine ware.,,,,,,,,,,,,http://www.penn.museum/collections/object/29687,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
338124,Near Eastern,61-14-1100,Earring,,,Israel|Beth Shemesh,Electrum,,,,,"Purchased from Haverford College, 1961",,Crescent shaped.,,,,,,,,,,,,http://www.penn.museum/collections/object/338124,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
47091,Near Eastern,61-14-793,Bead,,,Israel|Beth Shemesh,Paste,,,,,"Purchased from Haverford College, 1961",,Pale paste round bead.,,,,,,,,,,,H1803,http://www.penn.museum/collections/object/47091,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
68134,Near Eastern,61-14-794,Bead,,,Israel|Beth Shemesh,Faience,,,,,"Purchased from Haverford College, 1961",,Large pale blue faience bead; corrugated-like pumpkin.,,,,,,,,,,,H1881,http://www.penn.museum/collections/object/68134,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
11252,Near Eastern,61-14-795,Bead,,,Israel|Beth Shemesh,Glass|Carnelian|Paste|Agate|Faience,,,,,"Purchased from Haverford College, 1961",,"Twelve beads, assorted glass, carnelian, paste, agate, faience.",,,,,,,,,,,,http://www.penn.museum/collections/object/11252,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
201611,Near Eastern,61-14-796,Disk|Wire|Bead,,,Israel|Beth Shemesh,Bronze,,,,,"Purchased from Haverford College, 1961",,"Fragments: Bronze disk, wire fastener, bead.",,,,,,,,,,,33-3-51?,http://www.penn.museum/collections/object/201611,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
225151,Near Eastern,61-14-797,Disk,,,Israel|Beth Shemesh,Bronze,,,,,"Purchased from Haverford College, 1961",,Three bronze disks.,,,,,,,,,,,?,http://www.penn.museum/collections/object/225151,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
306904,Near Eastern,61-14-798,Beads,,,Israel|Beth Shemesh,Glass|Paste|Faience,,,,,"Purchased from Haverford College, 1961",,"Group of assorted unregistered beads, glass, paste, faience.",,,,,,,,,,,,http://www.penn.museum/collections/object/306904,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
119054,Near Eastern,61-14-799,Amulet,,,Israel|Beth Shemesh,Faience,,,,,"Purchased from Haverford College, 1961",,Tiny faience eye amulet. (Udchat?),,,,Eye,,,,,,,,http://www.penn.museum/collections/object/119054,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
201612,Near Eastern,61-14-806,Scaraboid,,,Israel|Beth Shemesh,Paste,,,,,"Purchased from Haverford College, 1961",,White paste scaraboid bead.,,,,,,,,,,,,http://www.penn.museum/collections/object/201612,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
219569,Near Eastern,61-14-1776,Knob,,,Israel|Beth Shemesh,Stone,,,,,"Purchased from Haverford College, 1961",,Round knob wit convex front.  Sides converge in to a deep indentation at back.  Two perforations opposite one another halfway up sides run through indentation presumably for attachment purposes.,,,,,,,,,,,33-4-78,http://www.penn.museum/collections/object/219569,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
130694,Near Eastern,61-14-1786,Whetstone,,,Israel|Beth Shemesh,Stone,,,,,"Purchased from Haverford College, 1961",,"Rectangular, with one end unevenly worn.",,,,,,,,,,,,http://www.penn.museum/collections/object/130694,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
76647,Near Eastern,61-14-1904,Sherd,,,Israel|Beth Shemesh,Ceramic,,,,,"Purchased from Haverford College, 1961",,Rim sherd; horizontal handle.  Philistine ware.,,,,,,,,,,,?,http://www.penn.museum/collections/object/76647,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
171889,Near Eastern,61-14-1324,Lamp,,,Israel|Beth Shemesh,Ceramic,,,,,"Purchased from Haverford College, 1961",,Lamp; buffware.  Miniature.  Carbon deposit all over interior.  Chipped at nozzle.,,,,,,,,,,,,http://www.penn.museum/collections/object/171889,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
