Référence,Description,Domaine 1,Domaine 2,Domaine 3,Civilisation,Période,Date précise début,Date précise fin,Pays de découverte,Site/Lieu de découverte,Lieu de production,Référence de l'objet,Type de document,Auteur du document,Année du document,Latitude,Longitude,Altitude,Précision
IAS-COL-69765,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Autel[/t].
[nl] [-x-]
[nl] (Photographie en noir et blanc) ",IMMOBILIER,Elément architectonique,Autel,Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,,Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.553048,38.269978,,
IAS-COL-69766,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Petit autel[/t].
[nl] [-x-]
[nl] (Photographie en noir et blanc) 

[nl] En calcaire dur, jaune clair, brisé en haut et à droite; un petit fragment (inv. fouille 315) sans être directement jointif, a cependant pu être remis à sa place, donnant le bord droit de la pierre et les premières lettres des l. 1 à3; base moulurée, très usée; faces verticales parées. Dimensions avec la base moulurée: 26x56x26 cm. Sans la base; 20x43x20 cm. Hauteur des lettres: 1.5 cm. Interligne; 1 cm. Traces de peinture rouge dans les lettres. L'inscription en palmyrénien est la suivante: &quot;Béni soit son nom à jamais, le Bon et le Miséricordieux! À fait cet autel en action de grâces Qoreinou, fils de Malê (?), (fils de) Qoreinou, pour son salut et le salut de ses fils, au mois de Eloul de l'an 518 (septembre 207).&quot; L'autel a été trouvé le 13 septembre 1956 dans l'extrémité orientale du bâtiment nord, près de murs tardifs faits de blocs de remploi.",IMMOBILIER,Elément architectonique,Autel,Romaine,Haut-Empire,207,207,Syrie,Palmyre/Tadmor,,"Le même objet apparaît dans: DUNANT (C.), Le sanctuaire de Baalshamîn à Palmyre, vol. III, Les inscriptions, Institut suisse de Rome, 1971, p. 40-41, pl. VIII, n°27, Bibliotheca Helvetica Romana, 10.",Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.553264,38.269978,,Site
IAS-COL-69767,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Dédicace de colonnes du portique C 2 (septembre 67)[/t].
[nl] [-x-]
[nl] (Photographie en noir et blanc) 
[nl] Bloc d'architrave en calcaire dur avec une corniche moulurée. Dimensions: 237x53x63 cm. H. des lettres: 3 cm. Interlignes: 2 cm. L'inscription est la suivante: &quot;Ces trois colonnes, leur entablement et leur toiture ont été faits et offerts par Malkou, fils de Alaisha, fils de Malkou Asra, des Benê Maziyân (?), à Baalshamin et à Dourahloun, dieux bons et rémunérateurs, pour son salut et le salut de ses fils et de son (ou ses) frère(s), au moins de Eloul de l'an 378 (septembre 67).&quot; L'architrave a été trouvée le 13 octobre 1955, remployé dans le mur tardif M 2.",IMMOBILIER,Elément architectonique,Architrave,Romaine,Haut-Empire,67,67,Syrie,Palmyre/Tadmor,,"Le même objet apparaît dans: COLLART (P.), VICARI (J.), Le sanctuaire de Baalshamîn à Palmyre, vol. II, Topographie et architecture, Institut suisse de Rome, 1969, pl. LX, n°3, Bibliotheca Helvetica Romana, 10.

Le même objet apparaît dans: DUNANT (C.), Le sanctuaire de Baalshamîn à Palmyre, vol. III, Les inscriptions, Institut suisse de Rome, 1971, p. 27-28, pl. 5, n°14, Bibliotheca Helvetica Romana, 10.",Photographie,"Paul Collart, IASA-UNIL",1954-1956,34.553264,38.269978,,Site
IAS-COL-69768,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Dédicace du portique T 1 (début du IIe siècle)[/t].
[nl] [-x-]
[nl] (Photographie en noir et blanc) 
[nl] Bloc d'architrave en calcaire dur, blanc avec une corniche moulurée Portique T 1. Dimensions: 270x55x73 cm. H. des lettres: 10-15 cm. L'inscription est la suivante: &quot;Ce portique tout entier, ses colonnes, son mur et sa toiture...&quot; L'architrave a été trouvée le 18 septembre 1954, tombée obliquement entre les colonnades de C 5 et T 2, derrière la 4e colonne à partir de l'extrémité ouest de C 5.",IMMOBILIER,Elément architectonique,Architrave,Romaine,Haut-Empire,100,120,Syrie,Palmyre/Tadmor,,"Le même objet apparaît dans: COLLART (P.), VICARI (J.), Le sanctuaire de Baalshamîn à Palmyre, vol. II, Topographie et architecture, Institut suisse de Rome, 1969, pl. LX, n°4, Bibliotheca Helvetica Romana, 10.

Le même objet apparaît dans: DUNANT (C.), Le sanctuaire de Baalshamîn à Palmyre, vol. III, Les inscriptions, Institut suisse de Rome, 1971, p. 23-24, pl. IV, n°9, Bibliotheca Helvetica Romana, 10.",Photographie,"Paul Collart, IASA-UNIL",1954-1956,34.553264,38.269978,,Site
IAS-COL-69769,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Dédicace de colonnes (milieu du IIe siècle)[/t].
[nl] [-x-]
[nl] (Photographie en noir et blanc) 
[nl] Tambour de colonne en calcaire dur.  H.: 216 cm. D.: 73.6 cm. Elle porte une cartouche inscrite de 52x28 cm, ornée d'anses de 7x9.6 cm. H. des lettres: 3 cm. Interlignes: 1,6 cm. L'inscription est la suivante: &quot;Ces quatre colonnes, le couronnement (?) et l'entablement de l'enceinte (mur de fond?), leur entablement et leur toiture intérieures ont été faits par Hairan et Yamla, son frère, les fils de Taima, fils de Yamla, à Baalshamîn et Dourahloun, pour leur salut et le salut de leurs fils.&quot; Elle a été trouvée auprès de la base de la 3e colonne; la colonne a été remontée entretemps.",IMMOBILIER,Elément architectonique,Tambour (colonne),Romaine,Haut-Empire,140,160,Syrie,Palmyre/Tadmor,,"Le même objet apparaît dans: COLLART (P.), VICARI (J.), Le sanctuaire de Baalshamîn à Palmyre, vol. II, Topographie et architecture, Institut suisse de Rome, 1969, pl. LXI, n°2, Bibliotheca Helvetica Romana, 10.

Le même objet apparaît dans: DUNANT (C.), Le sanctuaire de Baalshamîn à Palmyre, vol. III, Les inscriptions, Institut suisse de Rome, 1971, p. 30-31, pl. VI, n°19, Bibliotheca Helvetica Romana, 10.",Photographie,"Paul Collart, IASA-UNIL",1954-1956,34.553264,38.269978,,Site
IAS-COL-69770,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Console tenante (septembre 90)[/t].
[nl] [-x-]
[nl] (Photographie en noir et blanc) 
[nl] En calcaire dur, blanc avec une corniche moulurée. Dimensions: H. tambour: 42.5 cm. Diamètre: 71 cm. Console: 52 x 42.5 x 4.35 cm. Corps de la console sans la corniche: 35.6 x 24.6 cm. H. des lettres: 2 cm. Interlignes: 1 cm. Les lettres ont été peintes en rouge. L'inscription est la suivante: &quot;Cette statue est celle de Malkou, fils d'Oga, fils de Ouahbai, fils de Bêlhazai, des Benê Maziyân, que lui ont élevée Baalshamîn, Dourahloun et les Benê Maziyân, en son honneur, parce qu'il leur a été agréable, ainsi qu'à leurs dieux, et qu'il a fait ce portique médian tout entier à ses frais, au moins de Eloul de l'an 401 (septembre 90).&quot; La console a été retrouvée le 15 septembre 1954, remployée dans un mur tardif parallèle au mur de fond du portique C 3, derrière la 6e colonne à partir de l'angle sud.",IMMOBILIER,Elément architectonique,Console,Romaine,Haut-Empire,90,90,Syrie,Palmyre/Tadmor,,"Le même objet apparaît dans: DUNANT (C.), Le sanctuaire de Baalshamîn à Palmyre, vol. III, Les inscriptions, Institut suisse de Rome, 1971, p. 52-53, pl. XI, n°40, Bibliotheca Helvetica Romana, 10.",Photographie,"Paul Collart, IASA-UNIL",1954-1956,34.553048,38.269978,,
IAS-COL-69771,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Date d'une dédicace (septembre 67)[/t].
[nl] [-x-]
[nl] (Photographie en noir et blanc) 
[nl] Bloc d'architrave en calcaire dur, blanc avec une corniche moulurée. Dimensions: 269 x 54 x 71.5 cm. H. des lettres: 2.6 cm. Interlignes: 1.8 cm. Les lettres ont été peintes en rouge. L'inscription est la suivante: &quot;Ce portique tout entier, ses colonnes, son entablement et sa toiture ont été offerts par Yarhai, fils de Lishamsh, fils de Raai, des Benê Maziyân, à Baalshamîn, dieu bon et rémunérateur, pour son salut et le salut de ses enfants et de son (ou ses) frère(s), au mois de Eloul de l'an 378 (septembre 67).&quot; L'architrave a été trouvée au 4e entrecolonnement à partir de la colonne d'angle C 3/C 4, le 25 septembre 1954.",IMMOBILIER,Elément architectonique,Architrave,Romaine,Haut-Empire,67,67,Syrie,Palmyre/Tadmor,,"Le même objet apparaît dans: COLLART (P.), VICARI (J.), Le sanctuaire de Baalshamîn à Palmyre, vol. II, Topographie et architecture, Institut suisse de Rome, 1969, pl. LXI, n°3, Bibliotheca Helvetica Romana, 10.

Le même objet apparaît dans: DUNANT (C.), Le sanctuaire de Baalshamîn à Palmyre, vol. III, Les inscriptions, Institut suisse de Rome, BHR 10, 1971, p. 14, pl. I, n° 1 A.",Photographie,"Paul Collart, IASA-UNIL",1954-1956,34.553264,38.269978,,Site
IAS-COL-69772,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Dédicace du portique C 4 (septembre 67)[/t].
[nl] [-x-]
[nl] (Photographie en noir et blanc) 
[nl] Bloc d'architrave en calcaire dur, blanc avec une corniche moulurée. Dimensions: 269 x 54 x 71.5 cm. H. des lettres: 2.6 cm. Interlignes: 1.8 cm. Les lettres ont été peintes en rouge. L'inscription est la suivante: &quot;Ce portique tout entier, ses colonnes, son entablement et sa toiture ont été offerts par Yarhai, fils de Lishamsh, fils de Raai, des Benê Maziyân, à Baalshamîn, dieu bon et rémunérateur, pour son salut et le salut de ses enfants et de son (ou ses) frère(s), au mois de Eloul de l'an 378 (septembre 67).&quot; L'architrave a été trouvée au 4e entrecolonnement à partir de la colonne d'angle C 3/C 4, le 25 septembre 1954.",IMMOBILIER,Elément architectonique,Architrave,Romaine,Haut-Empire,67,67,Syrie,Palmyre/Tadmor,,"Le même objet apparaît dans: COLLART (P.), VICARI (J.), Le sanctuaire de Baalshamîn à Palmyre, vol. II, Topographie et architecture, Institut suisse de Rome, 1969, pl. LX, n°1, Bibliotheca Helvetica Romana, 10.

Le même objet apparaît dans: DUNANT (C.), Le sanctuaire de Baalshamîn à Palmyre, vol. III, Les inscriptions, Institut suisse de Rome, 1971, p. 14-16, pl. I, n°1, Bibliotheca Helvetica Romana, 10.",Photographie,"Paul Collart, IASA-UNIL",1954-1956,34.553264,38.269978,,Site
IAS-COL-69773,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Temple, vu du sud[/t].
[nl] [8 x 8 cm]
[nl] (Photographie en noir et blanc) ",IMMOBILIER,Structure architecturale,Temple,Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,,Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.553048,38.269978,,
IAS-COL-69774,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Temple, vu du sud[/t].
[nl] [12 x 8.1 cm]
[nl] (Photographie en noir et blanc) ",IMMOBILIER,Structure architecturale,Temple,Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,"Le même objet apparaît dans: COLLART (P.), VICARI (J.), Le sanctuaire de Baalshamîn à Palmyre, vol. II, Topographie et architecture, Institut suisse de Rome, 1969, pl. XXXV, n°2, Bibliotheca Helvetica Romana, 10.",Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.553048,38.269978,,
IAS-COL-69776,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn, Temple, vu du sud[/t].
[nl] [11.4 x 8.2 cm]
[nl] (Photographie en noir et blanc) ",IMMOBILIER,Structure architecturale,Temple,Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,"Le même objet apparaît dans: COLLART (P.), VICARI (J.), Le sanctuaire de Baalshamîn à Palmyre, vol. II, Topographie et architecture, Institut suisse de Rome, 1969, pl. XXXV, n°2, Bibliotheca Helvetica Romana, 10.",Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.553048,38.269978,,
IAS-COL-69777,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Sépulture collective (G) en arrière du temple[/t].
[nl] [8.2 x 8 cm]
[nl] (Photographie en noir et blanc) ",IMMOBILIER,Structure architecturale,Tombe,Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,,Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.553048,38.269978,,
IAS-COL-69778,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Temple, façade latérale nord[/t].
[nl] [9.9 x 7 cm]
[nl] (Photographie en noir et blanc) ",IMMOBILIER,Structure architecturale,Temple,Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,,Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.553048,38.269978,,
IAS-COL-69779,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Portique C 3 dégagé[/t].
[nl] [12 x 8.1 cm]
[nl] (Photographie en noir et blanc) ",IMMOBILIER,Local,Portique,Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,,Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.553048,38.269978,,
IAS-COL-69780,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn, Temple, vu du sud[/t].
[nl] [11.9 x 8.1 cm]
[nl] (Photographie en noir et blanc) ",IMMOBILIER,Structure architecturale,Temple,Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,"Le même objet apparaît dans: COLLART (P.), VICARI (J.), Le sanctuaire de Baalshamîn à Palmyre, vol. II, Topographie et architecture, Institut suisse de Rome, 1969, pl. XXXV, n°2, Bibliotheca Helvetica Romana, 10.",Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.553048,38.269978,,
IAS-COL-69781,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Temple dégagé[/t].
[nl] [8.1 x 8 cm]
[nl] (Photographie en noir et blanc) ",IMMOBILIER,Structure architecturale,Temple,Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,"Le même objet apparaît dans: COLLART (P.), VICARI (J.), Le sanctuaire de Baalshamîn à Palmyre, vol. II, Topographie et architecture, Institut suisse de Rome, 1969, pl. XXXIV, n°4, Bibliotheca Helvetica Romana, 10.",Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.553048,38.269978,,
IAS-COL-69782,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Temple, vu du sud[/t].
[nl] [12.5 x 12.5 cm] 
[nl] (Photographie en noir et blanc) ",IMMOBILIER,Structure architecturale,Temple,Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,,Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.553048,38.269978,,
IAS-COL-69783,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Temple, vu du sud[/t].
[nl] [7.9 x 8 cm]
[nl] (Photographie en noir et blanc)",IMMOBILIER,Structure architecturale,Temple,Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,"Le même objet apparaît dans: COLLART (P.), VICARI (J.), Le sanctuaire de Baalshamîn à Palmyre, vol. II, Topographie et architecture, Institut suisse de Rome, 1969, pl. XXXV, n°2, Bibliotheca Helvetica Romana, 10.",Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.553048,38.269978,,
IAS-COL-69784,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Grande cour, vue du nord[/t].
[nl] [8 x 7.8 cm]
[nl] (Photographie en noir et blanc) ",IMMOBILIER,Local,Cour,Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,,Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.553048,38.269978,,
IAS-COL-69785,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Bâtiments nord et portique R 1[/t].
[nl] [8.1 x 8 cm]
[nl] (Photographie en noir et blanc) ",IMMOBILIER,Structure architecturale,Bâtiment de fonction indéterminée,Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,,Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.553048,38.269978,,
IAS-COL-69786,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Temple, vu du sud[/t].
[nl] [11.9 x 7.9 cm] 
[nl] (Photographie en noir et blanc) ",IMMOBILIER,Structure architecturale,Temple,Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,"Le même objet apparaît dans: COLLART (P.), VICARI (J.), Le sanctuaire de Baalshamîn à Palmyre, vol. II, Topographie et architecture, Institut suisse de Rome, 1969, pl. XXXV, n°2, Bibliotheca Helvetica Romana, 10.",Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.553048,38.269978,,
IAS-COL-69787,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Vue d'ensemble du sanctuaire[/t].
[nl] [-x-]
[nl] (Photographie en noir et blanc) ",IMMOBILIER,Structure architecturale,Temple,Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,,Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.553048,38.269978,,
IAS-COL-69788,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Portique T 2 et salle de banquets[/t].
[nl] [7.9 x 7.9 cm]
[nl] (Photographie en noir et blanc) ",IMMOBILIER,Local,Salle de banquet,Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,"Le même objet apparaît dans: COLLART (P.), VICARI (J.) Le sanctuaire de Baalshamîn à Palmyre, vol. II, Topographie et architecture, Institut suisse de Rome, 1969, pl. XXXIX, n°2, Bibliotheca Helvetica Romana, 10.",Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.553048,38.269978,,
IAS-COL-69789,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Vue d'ensemble du sanctuaire[/t].
[nl] [11.2 x 8.1 cm]
[nl] (Photographie en noir et blanc) ",IMMOBILIER,Ensemble urbanistique,Sanctuaire,Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,"Le même objet apparait dans: COLLART (P.), VICARI (J.), Le sanctuaire de Baalshamîn à Palmyre, vol. II, Topographie et architecture, Institut suisse de Rome, 1969, pl. XXXIII, n°1, Bibliotheca Helvetica Romana, 10.",Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.553048,38.269978,,
IAS-COL-69790,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamin. Fouille du portique C 3[/t].
[nl] [11.9 x 7.9 cm]
[nl] (Photographie en noir et blanc) ",IMMOBILIER,Local,Portique,Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,,Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.553048,38.269978,,
IAS-COL-69791,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Temple, vu du sud[/t].
[nl] [9.8 x 8 cm] 
[nl] (Photographie en noir et blanc) ",IMMOBILIER,Structure architecturale,Temple,Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,,Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.553048,38.269978,,
IAS-COL-69792,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Temple, vu du nord-est[/t].
[nl] [12.2 x 8 cm]
[nl] (Photographie en noir et blanc) ",IMMOBILIER,Structure architecturale,Temple,Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,,Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.553048,38.269978,,
IAS-COL-69793,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Temple dégagé[/t].
[nl] [8 x 8.4 cm]
[nl] (Photographie en noir et blanc) ",IMMOBILIER,Structure architecturale,Temple,Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,"Le même objet apparaît dans: COLLART (P.), VICARI (J.), Le sanctuaire de Baalshamîn à Palmyre, vol. II, Topographie et architecture, Institut suisse de Rome, 1969, pl. XXXIV, n°4, Bibliotheca Helvetica Romana, 10.",Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.553048,38.269978,,
IAS-COL-69794,"[t]Palmyre/[i]Tadmor[/i], sanctuaire du Baalshamîn. Temple avant les fouilles[/t].
[nl] [8 x 7.9 cm]
[nl] (Photographie en noir et blanc) ",IMMOBILIER,Structure architecturale,Temple,Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,,Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.553048,38.269978,,
IAS-COL-69795,"[t]Palmyre/[i]Tadmor[/i], Sanctuaire de Baalshamîn. Dégagement du portique T 2[/t].
[nl] [8.1 x 7.9 cm]
[nl] (Photographie en noir et blanc)",IMMOBILIER,Local,Portique,Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,,Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.553048,38.269978,,
IAS-COL-69796,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Vue d'ensemble du sanctuaire[/t].
[nl] [-x-]
[nl] (Photographie en noir et blanc) ",IMMOBILIER,Ensemble urbanistique,Sanctuaire,Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,,Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.553048,38.269978,,
IAS-COL-69797,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Temple avant les fouilles[/t].
[nl] [11.2 x 8.2 cm]
[nl] (Photographie en noir et blanc)",IMMOBILIER,Structure architecturale,Temple,Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,,Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.553048,38.269978,,
IAS-COL-69798,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Portique de la cour du temple[/t].
[nl] [9.5 x 6.4 cm]
[nl] (Photographie en noir et blanc)",IMMOBILIER,Local,Portique,Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,,Photographie,"Paul Collart, IASA-UNIL",1954-1956,34.553048,38.269978,,
IAS-COL-69799,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Sépulture collective (G) à l'arrière du temple[/t].
[nl] [11.3 x 8.1 cm]
[nl] (Photographie en noir et blanc)",IMMOBILIER,Structure architecturale,Tombe,Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,"Le même objet apparaît dans: COLLART (P.), VICARI (J.), Le sanctuaire de Baalshamîn à Palmyre, vol. II, Topographie et architecture, Institut suisse de Rome, 1969, pl. XXXVIII, n°2., Bibliotheca Helvetica Romana, 10.",Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.553048,38.269978,,
IAS-COL-69800,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Temple, vue sud-ouest[/t].
[nl] [7 x 6.9 cm]
[nl] (Photographie en noir et blanc)",IMMOBILIER,Structure architecturale,Temple,Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,,Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.553048,38.269978,,
IAS-COL-69802,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Temple dégagé[/t].
[nl] [7.9 x 8.2 cm]
[nl] (Photographie en noir et blanc) ",IMMOBILIER,Structure architecturale,Temple,Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,"Le même objet apparaît dans: COLLART (P.), VICARI (J.), Le sanctuaire de Baalshamîn à Palmyre, vol. II, Topographie et architecture, Institut suisse de Rome, 1969, pl. XXXIV, n°4, Bibliotheca Helvetica Romana, 10.",Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.553048,38.269978,,
IAS-COL-69804,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Claire-voie d'une fenêtre[/t].
[nl] [9.5 x 6.5 cm]
[nl] (Photographie en noir et blanc) ",IMMOBILIER,Elément architectonique,Fenêtre,Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,"Le même objet apparaît dans: COLLART (P.), VICARI (J.), Le sanctuaire de Baalshamîn à Palmyre, vol. II, Topographie et architecture, Institut suisse de Rome, 1969, pl. XCIII, n°5, Bibliotheca Helvetica Romana, 10.",Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.553048,38.269978,,
IAS-COL-69805,"[t]Palmyre/[i]Tadmor [/i], sanctuaire de Baalshamîn. Entablement de la façade postérieure[/t].
[nl] [10.8 x 7 cm]
[nl] (Photographie en noir et blanc)",IMMOBILIER,Elément architectonique,Entablement,Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,"Le même objet apparaît dans: COLLART (P.), VICARI (J.), Le sanctuaire de Baalshamîn à Palmyre, vol. II, Topographie et architecture, Institut suisse de Rome, 1969, pl. LXVI, n°4. Bibliotheca Helvetica Romana, 10.",Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.553048,38.269978,,
IAS-COL-69806,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Soubassement, face latérale nord[/t].
[nl] [9.5 x 6.5 cm]
[nl] (Photographie en noir et blanc)",IMMOBILIER,Structure architecturale,Temple,Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,"Le même objet apparaît dans: COLLART (P.), VICARI (J.), Le sanctuaire de Baalshamîn à Palmyre, vol. II, Topographie et architecture, Institut suisse de Rome, 1969, pl. LXVIII, n°2, Bibliotheca Helvetica Romana, 10.",Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.553048,38.269978,,
IAS-COL-69808,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Temple, vu du nord-est[/t].
[nl] [10.5 x 8 cm]
[nl] (Photographie en noir et blanc) ",IMMOBILIER,Structure architecturale,Temple,Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,"Le même objet apparaît dans: COLLART (P.), VICARI (J.), Le sanctuaire de Baalshamîn à Palmyre, vol. II, Topographie et architecture, Institut suisse de Rome, 1969, pl. XXXV, n°1, Bibliotheca Helvetica Romana, 10.",Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.553048,38.269978,,
IAS-COL-69809,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Angle droit du fronton antérieur[/t].
[nl] [9.9 x 6.9 cm]
[nl] (Photographie en noir et blanc) ",IMMOBILIER,Elément architectonique,Fronton,Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,,Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.553048,38.269978,,
IAS-COL-69810,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Angle droit du fronton antérieur[/t].
[nl] [9.9 x 6.9 cm]
[nl] (Photographie en noir et blanc) ",IMMOBILIER,Elément architectonique,Fronton,Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,"Le même objet apparaît dans: COLLART (P.), VICARI (J.), Le sanctuaire de Baalshamîn à Palmyre, vol. II, Topographie et architecture, Institut suisse de Rome, 1969, pl. LXXIII, n°4, Bibliotheca Helvetica Romana, 10.",Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.553048,38.269978,,
