,emuIRN,curatorial_section,object_number,object_name,native_name,culture,provenience,material,period,date_made,date_made_early,date_made_late,accession_credit_line,creator,description,manufacture_locationlocus,culture_area,technique,iconography,measurement_height,measurement_length,measurement_width,measurement_outside_diameter,measurement_tickness,measurement_unit,other_numbers,url,image_url
4573,543124,Egyptian,E10898B.1,Bead String|Amulet,,,Sudan|Nubia|Buhen,Gold,Middle Kingdom|Twelfth Dynasty,1938-1759 BC,1938,1759,"The Eckley B. Coxe Jr. Expedition to Nubia, Buhen; D. Randall-MacIver and C. L. Wooley, 1910",,"String of gold beads with 2 lion clasps, 2 hemispherical beads, 2 fly amulets, 3 falcon amulets and one flower bud.",,,,Lion|Hawk|Fly|Flower,,38.1,0.12,,,cm,,http://www.penn.museum/collections/object/543124,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
4574,543127,Egyptian,E10898C.2,Bead,,,Sudan|Nubia|Buhen,Garnet|Carnelian|Amethyst,New Kingdom,1539-1075 BC,1540,1074,"The Eckley B. Coxe Jr. Expedition to Nubia, Buhen; D. Randall-MacIver and C. L. Wooley, 1910",,A single spheroid green faience bead between gold rings.,,,,,,,,,,,,http://www.penn.museum/collections/object/543127,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
4575,345170,Egyptian,E11819,Relief,,,Egypt|Deir El-Bahari,Limestone,,,,,"Distribution from the Egypt Exploration Fund; E. Naville, 1905",,"Fragment of raised relief with part of two male figures facing left, with their right arms over their chests.  Their names and titles appear above their heads.  The central man appears to be the ""Overseer of Sealers, Rediket.""  To the right is the beginning of another man's title, ""The Overseer ...""  This scene continues at the left onto blocks E11820 and E11821, making an extended tableau of the King Nebhepetre Montuhotep facing right, and a group of three retainers facing left.",,,,Funerary Text,14.0,,10.0,,,cm,AES3745,http://www.penn.museum/collections/object/345170,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
4576,102314,Egyptian,E11821,Fragment,,,Egypt|Deir El-Bahari,Limestone,,,,,"Distribution from the Egypt Exploration Fund; E. Naville, 1905",,"Fragment of raised relief with the head and arms of King Nebhepetre Montuhotep.  His cartouche is at the right of the block.  In his hands he holds a flail and long staff.  This scene continues at the right onto E11820, and further to the right on block E11819, making an extended tableau of the King Nebhepetre Montuhotep facing right, and a group of three retainers facing left.",,,,,10.0,,21.0,,,cm,AES3745,http://www.penn.museum/collections/object/102314,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
4577,174261,Egyptian,E11823,Architecture,,,Egypt|Deir El-Bahari,Limestone|Pigment,,,,,"Distribution from the Egypt Exploration Fund; E. Naville, 1905",,"Limestone fragment with painted raised relief.  Image of the head of the king facing right, wearing the Red Crown.  Behind him is a group of hieroglyphs reading ""All protection and life are behind him.""  The sA and xA signs are painted green, the anx is painted blue, and the f viper is red.  At the upper left corner of the block is a raised area of three parallel lines which may be the top of the wing of a bird positioned above the king.",,,,,23.0,,30.0,,,cm,Aes3747,http://www.penn.museum/collections/object/174261,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
4578,223241,Egyptian,32-42-1225B,Coin,,,Meydum,Bronze,Ptolemaic Period,,,,"The Eckley B. Coxe Jr. Expedition to Meydum; Alan Rowe, 1932",,Badly corroded.,,,,,,,,1.8,,cm,31-12-482,http://www.penn.museum/collections/object/223241,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
4579,44279,Egyptian,32-42-1225D,Coin,,,Meydum,Bronze,Ptolemaic Period,,,,"The Eckley B. Coxe Jr. Expedition to Meydum; Alan Rowe, 1932",,Badly corroded.,,,,,,,,1.8,,cm,31-12-482,http://www.penn.museum/collections/object/44279,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
4580,13519,Egyptian,E16147,Relief,,,Egypt,Limestone,,,,,,,"Limestone fragment with raised relief depicting the king, standing and facing left.  He wears either the white or red crown, and a large wesekh collar.  Broken on the right side, but the left side is a finished block edge where it once mated to the rest of the scene.",,,,King,58.0,,24.0,,,cm,,http://www.penn.museum/collections/object/13519,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
4581,21539,Egyptian,29-70-19,Necklace,,,Egypt|Mit-Rahineh,Gold|Chalcedony,Late Period|Twenty-Sixth Dynasty,570 - 526 BC,-571,-525,"The Eckley B. Coxe Jr. Expedition to Mit-Rahineh (Memphis), Egypt, 1915-1920",,"String of 30 gold cowrie shell-shaped beads, one gold pomegranate shaped bead with granulation, and two large barrel-shaped beads, one gold and one chalcedony. Cast gold pendant of the goddess Sekhmet standing, with her hands at her sides.",,,Cast,Sekhmet|Cowrie Shell|Pomegranate,,37.0,4.4,,,cm,M6253|J303,http://www.penn.museum/collections/object/21539,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
4582,19522,Egyptian,29-70-948,Harpoon,,,Egypt|Mit-Rahineh,Bronze,,,,,"The Eckley B. Coxe Jr. Expedition to Mit-Rahineh (Memphis), Egypt, 1915-1920",,,,,,,,10.5,,,,cm,M7757,http://www.penn.museum/collections/object/19522,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
4583,82855,Egyptian,E3630,Fishhook,,,Egypt|Coptos,Bronze,,,,,"Distribution from the American Exploration Society; Charles Rosher, 1898",,,,,,,,,,,,,AES407,http://www.penn.museum/collections/object/82855,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
4584,270935,Egyptian,E9558,Fishhook,,,Egypt|Abydos,Copper,Egyptian Early Dynastic|Second Dynasty,2800 - 2675 BC,-2801,-2674,"Distribution from the Egypt Exploration Fund, 1901",,,,,,,3.0,,,,,cm,AES 2157,http://www.penn.museum/collections/object/270935,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
4585,341154,Egyptian,E241,Fishhook,,,Egypt|Kahun,Bronze,Middle Kingdom|Twelfth Dynasty,1938 - 1759 BC,-1939,-1758,"Purchased from William Flinders Petrie, 1890",,,,,,,,,,,,,ES241,http://www.penn.museum/collections/object/341154,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
4586,112799,Egyptian,E2535A,Tack,,,Egypt|Oxyrhynchus,Bronze,,,,,"Received from the Egypt Exploration Fund; Grenfell and Hunt, 1897",,,,,,,,,,,,,ES2535,http://www.penn.museum/collections/object/112799,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
4587,289849,Egyptian,29-85-369,Cup,,,Egypt|Mit-Rahineh,Bronze,,,,,"The Eckley B. Coxe Jr. Expedition to Mit-Rahineh (Memphis), Egypt, 1915-1920",,"Flat, small",,,,,,,,5.8,,cm,M8688,http://www.penn.museum/collections/object/289849,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
4588,158443,Egyptian,29-85-371,Lid (uncertain),,,Egypt|Mit-Rahineh,Bronze,,,,,"The Eckley B. Coxe Jr. Expedition to Mit-Rahineh (Memphis), Egypt, 1915-1920",,"Or silver? Small circular, with vertical side",,,,,1.7,,,4.4,,cm,M10066,http://www.penn.museum/collections/object/158443,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
4589,123069,Egyptian,32-42-569,Pot,,Roman,Egypt|Meydum,Bronze,Roman Period,,,,"The Eckley B. Coxe Jr. Expedition to Meydum; Alan Rowe, 1932",,,,,,,7.2,,,,,cm,31-12-176,http://www.penn.museum/collections/object/123069,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
4590,157916,Egyptian,E14337,Pilgrim Flask|Stopper,,,Egypt|Sedment,Ceramic|Linen,Eighteenth Dynasty|New Kingdom,1539-1292 BC,-1540,-1291,"Gift of the British School of Archaeology in Egypt, 1921",,Red polished ware.  Stopper fastened with linen,,,,,,,,,,,,http://www.penn.museum/collections/object/157916,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
4591,179460,Egyptian,E15556,Kohl Pot,,,Egypt|Sedment,Wood,Eighteenth Dynasty|New Kingdom,1539-1292 BC,-1540,-1291,"Gift of the British School of Archaeology in Egypt, 1921",,double kohl tube; no lid (lost),,,,,,,,,,,,http://www.penn.museum/collections/object/179460,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
4592,110651,Egyptian,E15853,Kohl Pot,,,Egypt,Alabaster,,,,,,,Double kohl pot.,,,,,,,,,,,,http://www.penn.museum/collections/object/110651,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
4593,209307,Egyptian,E17680A,Kohl Pot,,,Egypt,Alabaster,,,,,,,,,,,,,,,,,,,http://www.penn.museum/collections/object/209307,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
4594,74221,Egyptian,E14198,Trinket Box,,,Egypt|Sedment,Wood,Eighteenth Dynasty|New Kingdom,1539-1292 BC,-1540,-1291,"Gift of the British School of Archaeology in Egypt, 1921",,Wooden box with three compartments -two with sliding lids and 1 with hinged lid.,,,,,,,,,,,,http://www.penn.museum/collections/object/74221,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
4595,184031,Egyptian,E6812A,Bowl,,,Egypt|Abydos|Umm el-Ga'ab,Serpentine|Slate,Egyptian Early Dynastic|First Dynasty,3000 - 2800 BC,-3001,-2799,"Distribution from the Egypt Exploration Fund, 1900",,"Fragment of serpentinized slate bowl inscribed with serekh for King Djet, Dynasty I.",,,,Falcon|Snake,16.0,,14.0,,0.6,cm,AES 1633,http://www.penn.museum/collections/object/184031,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
4596,272462,Egyptian,29-85-376,Situla,,,Egypt|Mit-Rahineh,Bronze,,,,,"The Eckley B. Coxe Jr. Expedition to Mit-Rahineh (Memphis), Egypt, 1915-1920",,Bronze.,,,,,,6.4,,,,cm,M7436,http://www.penn.museum/collections/object/272462,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
4597,70119,Egyptian,29-85-377,Situla|Model,,,Egypt|Mit-Rahineh,Bronze,,,,,"The Eckley B. Coxe Jr. Expedition to Mit-Rahineh (Memphis), Egypt, 1915-1920",,Much corroded,,,,,7.8,,,2.5,,cm,M11624,http://www.penn.museum/collections/object/70119,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
4598,256881,Egyptian,E3386,Pitcher,,,Egypt,Bronze,,,,,"Gift of Ethelbert Watts, 1898",,,,,,,,,,,,cm,AES62,http://www.penn.museum/collections/object/256881,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
4599,327171,Egyptian,E4725,Model,,,Egypt|Abadiyeh,Copper,Old Kingdom|Sixth Dynasty,2350 - 2170 BC,-2351,-2169,"Distribution from the Egypt Exploration Fund, William Flinders Petrie, 1899",,Cooking fan,,,,Fan,,,,,,,AES1089,http://www.penn.museum/collections/object/327171,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
4600,300592,Egyptian,E4728,Pan (Object),,,Egypt|Abadiyeh,Copper,Old Kingdom|Sixth Dynasty,2350 - 2170 BC,-2351,-2169,"Distribution from the Egypt Exploration Fund, William Flinders Petrie, 1899",,,,,,,,,,,,,AES1092,http://www.penn.museum/collections/object/300592,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
4601,236406,Egyptian,E4730,Pan (Object),,,Egypt|Abadiyeh,Copper,Old Kingdom|Sixth Dynasty,2350 - 2170 BC,-2351,-2169,"Distribution from the Egypt Exploration Fund, William Flinders Petrie, 1899",,,,,,,,,,,,,AES1094,http://www.penn.museum/collections/object/236406,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
4602,46431,Egyptian,E4726,Model,,,Egypt|Abadiyeh,Copper,Old Kingdom|Sixth Dynasty,2350 - 2170 BC,-2351,-2169,"Distribution from the Egypt Exploration Fund, William Flinders Petrie, 1899",,Model ewer.,,,,Ewer,,,,,,,AES1090,http://www.penn.museum/collections/object/46431,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
4603,198635,Egyptian,E12552,Figurine,,,Egypt,Bronze,Late Period,,,,"Gift of Mrs. Dillwyn Parrish, 1914",,Figurine of a shrew mouse.,,,,Shrew Mouse,,,,,,,DP 13,http://www.penn.museum/collections/object/198635,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
4604,91794,Egyptian,E4891A,Coffin Lid|Mummy Mask,,Ptolemaic,Egypt|Hiw,Wood|Pigment|Fabric|Linen|Gesso,Ptolemaic Period|Thirty-Third Dynasty,c. 250 BC,-300,-200,"Distribution from the Egypt Exploration Fund, William Flinders Petrie, 1899",,"Wooden case gilded, with separate head and feet of ""cartonnage."" Of Peduneferhotep.",,,,Head,,,,,,,AES 1260,http://www.penn.museum/collections/object/91794,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
4605,168809,Egyptian,32-42-1200.607,Coin,,Roman Imperial,Egypt|Meydum,Bronze,Valentinian II,383-392 AD,383,392,"The Eckley B. Coxe Jr. Expedition to Meydum; Alan Rowe, 1932",,"Bronze. From a hoard found in a jar (32-42-1167). The following are represented: Constans, Arcadius, Theodosius, Honorius, Valentinian, Gratian, Magn. Maximus, Julian, Helene, Aelia Flacilla.",,,,,,,,,,,32-1-291|A244,http://www.penn.museum/collections/object/168809,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
4606,340683,Egyptian,32-42-1200.609,Coin,,Roman Imperial,Egypt|Meydum,Bronze,Theodosius I,383-395 AD,383,395,"The Eckley B. Coxe Jr. Expedition to Meydum; Alan Rowe, 1932",,"Bronze. From a hoard found in a jar (32-42-1167). The following are represented: Constans, Arcadius, Theodosius, Honorius, Valentinian, Gratian, Magn. Maximus, Julian, Helene, Aelia Flacilla.",,,,,,,,,,,32-1-291|A246,http://www.penn.museum/collections/object/340683,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
4607,33425,Egyptian,32-42-1200.611,Coin,,Roman Imperial,Egypt|Meydum,Bronze,Theodosius I,300-499 AD,300,499,"The Eckley B. Coxe Jr. Expedition to Meydum; Alan Rowe, 1932",,"Bronze. From a hoard found in a jar (32-42-1167). The following are represented: Constans, Arcadius, Theodosius, Honorius, Valentinian, Gratian, Magn. Maximus, Julian, Helene, Aelia Flacilla.",,,,,,,,,,,32-1-291|A248,http://www.penn.museum/collections/object/33425,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
4608,184592,Egyptian,32-42-1200.613,Coin,,Roman Imperial,Egypt|Meydum,Bronze,Theodosius I,300-499 AD,300,499,"The Eckley B. Coxe Jr. Expedition to Meydum; Alan Rowe, 1932",,"Bronze. From a hoard found in a jar (32-42-1167). The following are represented: Constans, Arcadius, Theodosius, Honorius, Valentinian, Gratian, Magn. Maximus, Julian, Helene, Aelia Flacilla.",,,,,,,,,,,32-1-291|A250,http://www.penn.museum/collections/object/184592,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
4609,318815,Egyptian,32-42-1200.615,Coin,,Roman Imperial,Egypt|Meydum,Bronze,Arcadius,383-392 AD,383,392,"The Eckley B. Coxe Jr. Expedition to Meydum; Alan Rowe, 1932",,"Bronze. From a hoard found in a jar (32-42-1167). The following are represented: Constans, Arcadius, Theodosius, Honorius, Valentinian, Gratian, Magn. Maximus, Julian, Helene, Aelia Flacilla.",,,,,,,,,,,32-1-291|A253,http://www.penn.museum/collections/object/318815,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
4610,79415,Egyptian,32-42-1200.617,Coin,,Roman Imperial,Egypt|Meydum,Bronze,Arcadius,383-392 AD,383,392,"The Eckley B. Coxe Jr. Expedition to Meydum; Alan Rowe, 1932",,"Bronze. From a hoard found in a jar (32-42-1167). The following are represented: Constans, Arcadius, Theodosius, Honorius, Valentinian, Gratian, Magn. Maximus, Julian, Helene, Aelia Flacilla.",,,,,,,,,,,32-1-291|A255,http://www.penn.museum/collections/object/79415,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
4611,211739,Egyptian,32-42-1200.1680,Coin,,Roman Imperial,Egypt|Meydum,Bronze,Imperial Roman Period,300-499 AD,300,499,"The Eckley B. Coxe Jr. Expedition to Meydum; Alan Rowe, 1932",,"Bronze. From a hoard found in a jar (32-42-1167). The following are represented: Constans, Arcadius, Theodosius, Honorius, Valentinian, Gratian, Magn. Maximus, Julian, Helene, Aelia Flacilla.",,,,,,,,,,,32-1-291,http://www.penn.museum/collections/object/211739,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
4612,106739,Egyptian,32-42-1200.618,Coin,,Roman Imperial,Egypt|Meydum,Bronze,Arcadius,383-392 AD,383,392,"The Eckley B. Coxe Jr. Expedition to Meydum; Alan Rowe, 1932",,"Bronze. From a hoard found in a jar (32-42-1167). The following are represented: Constans, Arcadius, Theodosius, Honorius, Valentinian, Gratian, Magn. Maximus, Julian, Helene, Aelia Flacilla.",,,,,,,,,,,32-1-291|A256,http://www.penn.museum/collections/object/106739,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
4613,188758,Egyptian,32-42-1200.620,Coin,,Roman Imperial,Egypt|Meydum,Bronze,Theodosius I,383-395 AD,383,395,"The Eckley B. Coxe Jr. Expedition to Meydum; Alan Rowe, 1932",,"Bronze. From a hoard found in a jar (32-42-1167). The following are represented: Constans, Arcadius, Theodosius, Honorius, Valentinian, Gratian, Magn. Maximus, Julian, Helene, Aelia Flacilla.",,,,,,,,,,,32-1-291|A258,http://www.penn.museum/collections/object/188758,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
4614,312006,Egyptian,32-42-1200.622,Coin,,Roman Imperial,Egypt|Meydum,Bronze,Theodosius I,383-395 AD,383,395,"The Eckley B. Coxe Jr. Expedition to Meydum; Alan Rowe, 1932",,"Bronze. From a hoard found in a jar (32-42-1167). The following are represented: Constans, Arcadius, Theodosius, Honorius, Valentinian, Gratian, Magn. Maximus, Julian, Helene, Aelia Flacilla.",,,,,,,,,,,32-1-291|C359-370,http://www.penn.museum/collections/object/312006,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
4615,1117,Egyptian,32-42-1200.624,Coin,,Roman Imperial,Egypt|Meydum,Bronze,Theodosius I,383-395 AD,383,395,"The Eckley B. Coxe Jr. Expedition to Meydum; Alan Rowe, 1932",,"Bronze. From a hoard found in a jar (32-42-1167). The following are represented: Constans, Arcadius, Theodosius, Honorius, Valentinian, Gratian, Magn. Maximus, Julian, Helene, Aelia Flacilla.",,,,,,,,,,,32-1-291|C359-370,http://www.penn.museum/collections/object/1117,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
4616,223316,Egyptian,32-42-1200.626,Coin,,Roman Imperial,Egypt|Meydum,Bronze,Theodosius I,383-395 AD,383,395,"The Eckley B. Coxe Jr. Expedition to Meydum; Alan Rowe, 1932",,"Bronze. From a hoard found in a jar (32-42-1167). The following are represented: Constans, Arcadius, Theodosius, Honorius, Valentinian, Gratian, Magn. Maximus, Julian, Helene, Aelia Flacilla.",,,,,,,,,,,32-1-291|C359-370,http://www.penn.museum/collections/object/223316,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
4617,291377,Egyptian,32-42-1200.628,Coin,,Roman Imperial,Egypt|Meydum,Bronze,Theodosius I,383-395 AD,383,395,"The Eckley B. Coxe Jr. Expedition to Meydum; Alan Rowe, 1932",,"Bronze. From a hoard found in a jar (32-42-1167). The following are represented: Constans, Arcadius, Theodosius, Honorius, Valentinian, Gratian, Magn. Maximus, Julian, Helene, Aelia Flacilla.",,,,,,,,,,,32-1-291|C359-370,http://www.penn.museum/collections/object/291377,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
4618,204612,Egyptian,32-42-1200.888,Coin,,Roman Imperial,Egypt|Meydum,Bronze,Imperial Roman Period,300-499 AD,300,499,"The Eckley B. Coxe Jr. Expedition to Meydum; Alan Rowe, 1932",,"Bronze. From a hoard found in a jar (32-42-1167). The following are represented: Constans, Arcadius, Theodosius, Honorius, Valentinian, Gratian, Magn. Maximus, Julian, Helene, Aelia Flacilla.",,,,,,,,,,,32-1-291|C622,http://www.penn.museum/collections/object/204612,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
4619,315723,Egyptian,32-42-1200.890,Coin,,Roman Imperial,Egypt|Meydum,Bronze,Imperial Roman Period,300-499 AD,300,499,"The Eckley B. Coxe Jr. Expedition to Meydum; Alan Rowe, 1932",,"Bronze. From a hoard found in a jar (32-42-1167). The following are represented: Constans, Arcadius, Theodosius, Honorius, Valentinian, Gratian, Magn. Maximus, Julian, Helene, Aelia Flacilla.",,,,,,,,,,,32-1-291|C624,http://www.penn.museum/collections/object/315723,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
4620,86451,Egyptian,32-42-1200.892,Coin,,Roman Imperial,Egypt|Meydum,Bronze,Imperial Roman Period,300-499 AD,300,499,"The Eckley B. Coxe Jr. Expedition to Meydum; Alan Rowe, 1932",,"Bronze. From a hoard found in a jar (32-42-1167). The following are represented: Constans, Arcadius, Theodosius, Honorius, Valentinian, Gratian, Magn. Maximus, Julian, Helene, Aelia Flacilla.",,,,,,,,,,,32-1-291|C626,http://www.penn.museum/collections/object/86451,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
4621,77873,Egyptian,32-42-1200.894,Coin,,Roman Imperial,Egypt|Meydum,Bronze,Imperial Roman Period,300-499 AD,300,499,"The Eckley B. Coxe Jr. Expedition to Meydum; Alan Rowe, 1932",,"Bronze. From a hoard found in a jar (32-42-1167). The following are represented: Constans, Arcadius, Theodosius, Honorius, Valentinian, Gratian, Magn. Maximus, Julian, Helene, Aelia Flacilla.",,,,,,,,,,,32-1-291|C628,http://www.penn.museum/collections/object/77873,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
4622,309081,Egyptian,32-42-1200.896,Coin,,Roman Imperial,Egypt|Meydum,Bronze,Imperial Roman Period,300-499 AD,300,499,"The Eckley B. Coxe Jr. Expedition to Meydum; Alan Rowe, 1932",,"Bronze. From a hoard found in a jar (32-42-1167). The following are represented: Constans, Arcadius, Theodosius, Honorius, Valentinian, Gratian, Magn. Maximus, Julian, Helene, Aelia Flacilla.",,,,,,,,,,,32-1-291|C630,http://www.penn.museum/collections/object/309081,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
4623,31459,Egyptian,32-42-1200.898,Coin,,Roman Imperial,Egypt|Meydum,Bronze,Imperial Roman Period,300-499 AD,300,499,"The Eckley B. Coxe Jr. Expedition to Meydum; Alan Rowe, 1932",,"Bronze. From a hoard found in a jar (32-42-1167). The following are represented: Constans, Arcadius, Theodosius, Honorius, Valentinian, Gratian, Magn. Maximus, Julian, Helene, Aelia Flacilla.",,,,,,,,,,,32-1-291|C632,http://www.penn.museum/collections/object/31459,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
4624,80434,Egyptian,32-42-1200.631,Coin,,Roman Imperial,Egypt|Meydum,Bronze,Theodosius I,383-395 AD,383,395,"The Eckley B. Coxe Jr. Expedition to Meydum; Alan Rowe, 1932",,"Bronze. From a hoard found in a jar (32-42-1167). The following are represented: Constans, Arcadius, Theodosius, Honorius, Valentinian, Gratian, Magn. Maximus, Julian, Helene, Aelia Flacilla.",,,,,,,,,,,32-1-291|C359-370,http://www.penn.museum/collections/object/80434,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
4625,233838,Egyptian,32-42-1200.633,Coin,,Roman Imperial,Egypt|Meydum,Bronze,Theodosius I,383-395 AD,383,395,"The Eckley B. Coxe Jr. Expedition to Meydum; Alan Rowe, 1932",,"Bronze. From a hoard found in a jar (32-42-1167). The following are represented: Constans, Arcadius, Theodosius, Honorius, Valentinian, Gratian, Magn. Maximus, Julian, Helene, Aelia Flacilla.",,,,,,,,,,,32-1-291|C359-370,http://www.penn.museum/collections/object/233838,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
4626,282195,Egyptian,32-42-1200.635,Coin,,Roman Imperial,Egypt|Meydum,Bronze,Theodosius I,383-395 AD,383,395,"The Eckley B. Coxe Jr. Expedition to Meydum; Alan Rowe, 1932",,"Bronze. From a hoard found in a jar (32-42-1167). The following are represented: Constans, Arcadius, Theodosius, Honorius, Valentinian, Gratian, Magn. Maximus, Julian, Helene, Aelia Flacilla.",,,,,,,,,,,32-1-291|C359-370,http://www.penn.museum/collections/object/282195,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
4627,30403,Egyptian,32-42-1200.637,Coin,,Roman Imperial,Egypt|Meydum,Bronze,Theodosius I,383-395 AD,383,395,"The Eckley B. Coxe Jr. Expedition to Meydum; Alan Rowe, 1932",,"Bronze. From a hoard found in a jar (32-42-1167). The following are represented: Constans, Arcadius, Theodosius, Honorius, Valentinian, Gratian, Magn. Maximus, Julian, Helene, Aelia Flacilla.",,,,,,,,,,,32-1-291|C359-370,http://www.penn.museum/collections/object/30403,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
4628,231238,Egyptian,32-42-1200.639,Coin,,Roman Imperial,Egypt|Meydum,Bronze,Theodosius I,300-499 AD,300,499,"The Eckley B. Coxe Jr. Expedition to Meydum; Alan Rowe, 1932",,"Bronze. From a hoard found in a jar (32-42-1167). The following are represented: Constans, Arcadius, Theodosius, Honorius, Valentinian, Gratian, Magn. Maximus, Julian, Helene, Aelia Flacilla.",,,,,,,,,,,32-1-291|C372,http://www.penn.museum/collections/object/231238,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
4629,235612,Egyptian,32-42-1200.641,Coin,,Roman Imperial,Egypt|Meydum,Bronze,Theodosius I,300-499 AD,300,499,"The Eckley B. Coxe Jr. Expedition to Meydum; Alan Rowe, 1932",,"Bronze. From a hoard found in a jar (32-42-1167). The following are represented: Constans, Arcadius, Theodosius, Honorius, Valentinian, Gratian, Magn. Maximus, Julian, Helene, Aelia Flacilla.",,,,,,,,,,,32-1-291|C374,http://www.penn.museum/collections/object/235612,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
4630,115650,Egyptian,32-42-1200.643,Coin,,Roman Imperial,Egypt|Meydum,Bronze,Valentinian,383-392 AD,383,392,"The Eckley B. Coxe Jr. Expedition to Meydum; Alan Rowe, 1932",,"Bronze. From a hoard found in a jar (32-42-1167). The following are represented: Constans, Arcadius, Theodosius, Honorius, Valentinian, Gratian, Magn. Maximus, Julian, Helene, Aelia Flacilla.",,,,,,,,,,,32-1-291|C376,http://www.penn.museum/collections/object/115650,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
4631,16655,Egyptian,32-42-1200.645,Coin,,Roman Imperial,Egypt|Meydum,Bronze,Valentinian,383-392 AD,383,392,"The Eckley B. Coxe Jr. Expedition to Meydum; Alan Rowe, 1932",,"Bronze. From a hoard found in a jar (32-42-1167). The following are represented: Constans, Arcadius, Theodosius, Honorius, Valentinian, Gratian, Magn. Maximus, Julian, Helene, Aelia Flacilla.",,,,,,,,,,,32-1-291|C378,http://www.penn.museum/collections/object/16655,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
4632,240999,Egyptian,32-42-1200.647,Coin,,Roman Imperial,Egypt|Meydum,Bronze,Valentinian,383-392 AD,383,392,"The Eckley B. Coxe Jr. Expedition to Meydum; Alan Rowe, 1932",,"Bronze. From a hoard found in a jar (32-42-1167). The following are represented: Constans, Arcadius, Theodosius, Honorius, Valentinian, Gratian, Magn. Maximus, Julian, Helene, Aelia Flacilla.",,,,,,,,,,,32-1-291|C380,http://www.penn.museum/collections/object/240999,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
4633,133360,Egyptian,32-42-1200.649,Coin,,Roman Imperial,Egypt|Meydum,Bronze,Arcadius,300-499 AD,300,499,"The Eckley B. Coxe Jr. Expedition to Meydum; Alan Rowe, 1932",,"Bronze. From a hoard found in a jar (32-42-1167). The following are represented: Constans, Arcadius, Theodosius, Honorius, Valentinian, Gratian, Magn. Maximus, Julian, Helene, Aelia Flacilla.",,,,,,,,,,,32-1-291|A200a,http://www.penn.museum/collections/object/133360,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
