,accession_credit_line,creator,culture,culture_area,curatorial_section,date_made,date_made_early,date_made_late,description,emuIRN,iconography,image_url,manufacture_locationlocus,material,measurement_height,measurement_length,measurement_outside_diameter,measurement_tickness,measurement_unit,measurement_width,native_name,object_name,object_number,other_numbers,period,provenience,technique,url
3698,"Gift of John Wanamaker, 1904",,,,Egyptian,2514 - 2170 BC,-2514,-2170,,518390,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/29366.jpg""",,Limestone|Pigment,,,,,,,,Mastaba,E15729.70B,,Old Kingdom|Fifth Dynasty (uncertain)|Sixth Dynasty (uncertain),Egypt|Saqqara,,http://www.penn.museum/collections/object/518390
3699,"The Eckley B. Coxe Jr. Expedition to Nubia, Karanog, Aniba Cemetery; D. Randall-MacIver and C. L. Wooley, 1908",,Meroitic,,Egyptian,100BC-AD300,-100,300,Inlaid ivory.,250760,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/415887.jpg""",,Wood|Ivory,,,,,,,,Ring,E7570,,,Egypt|Nubia|Karanog Cemetery,,http://www.penn.museum/collections/object/250760
3700,"The Eckley B. Coxe Jr. Expedition to Nubia, Buhen; D. Randall-MacIver and C. L. Wooley, 1910",,,,Egyptian,1539 - 1075 BC,-1540,-1074,,213854,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/415908.jpg""",,Wood,,,,,,,,Kohl Tube,E10658,,New Kingdom,Sudan|Nubia|Buhen,,http://www.penn.museum/collections/object/213854
3701,"Gift of John Wanamaker, 1904",,,,Egyptian,2521 - 2170 BC,-2521,-2170,,518397,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/29366.jpg""",,Limestone|Pigment,,,,,,,,Mastaba,E15729.81B,,Old Kingdom|Fifth Dynasty (uncertain)|Sixth Dynasty (uncertain),Egypt|Saqqara,,http://www.penn.museum/collections/object/518397
3702,"The Eckley B. Coxe Jr. Expedition to Drah abu el Naga (Thebes), Egypt; Clarence Stanley Fisher, 1921-1923",,,,Egyptian,,,,Small fragment from the stela.,499211,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/274157.jpg""",,Limestone,,,,,,,,Stela,29-87-456.2,1224,,Egypt|Dra Abu El-Naga,,http://www.penn.museum/collections/object/499211
3703,"The Eckley B. Coxe Jr. Expedition to Nubia, Karanog, Aniba Cemetery; D. Randall-MacIver and C. L. Wooley, 1908",,Ptolemaic,,Egyptian,305 - 30 BC,-305,-30,"Bronze: tinned. Handle now separate from jug. Decoration on handle: female mask, leaf setting, second mask above.",503511,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/171863.jpg""",,Bronze,15.0,,,,cm,,,Handle,E7143.2,,Hellenistic Period|Ptolemaic Period|Thirty-Third Dynasty,Egypt|Nubia|Karanog Cemetery,,http://www.penn.museum/collections/object/503511
3704,"Distribution from the Egyptian Research Account, 1898",,,,Egyptian,1938 - 1759 BC,-1939,-1758,Red pottery. Rounded at one end. With channels and food offerings.,132986,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/248669.jpg""",,Ceramic,,,,,,,,Offering Tray,E2330,ES 2330,Middle Kingdom|Twelfth Dynasty,Egypt|El-Kab,,http://www.penn.museum/collections/object/132986
3705,"Purchased from John Khayat, 1936",,Ptolemaic|Roman,,Egyptian,305 BC-30AD,-305,30,"Decorated Mummy Cloth, Inscribed Hor, son of Harsieset, born of Tedikhety(?), etc. (1936)  Fragmentary funeary shroud of painted linen.  8 rows of scenes of deities facing a central image of the deceased in a mummiform shape (now largely destroyed. Interesting is a depiction of a black skeleton in line 2.  There is a funerary text running along the side and bottom of the shroud.",195852,Deities|Demons|Skeleton|Osiris|Anubis|Jackal|Deceased|Funerary Text,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/77342.jpg""",,Linen|Pigment,,,,,,,,Textile|Shroud Fragment,36-2-1,,Ptolemaic Period|Roman Period,Egypt,Painted,http://www.penn.museum/collections/object/195852
3706,,,,,Egyptian,393-380 BC,-393,-380,"King Akoris appears in the presence of various deities. On the left, the king (wearing first the double crown of Upper and Lower Egypt, then the white crown of Upper Egypt) is introduced by the hawk-headed god of Thebes, Montu. The king offers maat (the divine principle behind world order) to the seated god Amun-Re of Karnak, whose consort, Mut, stands behind him. The lion-headed goddess Sekhmet shakes two rattles before Amun-Re.  On the right, the King (wearing the red crown of Lower Egypt) is introduced by the god Atum. The King offers wine jars to the seated moon god, Khonsu (the son of Amun and Mut) whose consort stands behind him. The goddess of the local district of Thebes presents him with a papyrus scepter, bow, and arrows.",106700,King|Achoris,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/110165.jpg""",,Sandstone,,,,,,,,Lintel,E14317,,Late Period|Twenty-Nineth Dynasty,Egypt|Thebes (uncertain) (Egypt),Painted|Gilded,http://www.penn.museum/collections/object/106700
3707,"Distribution from the Egyptian Research Account, 1898",,,,Egyptian,2625 - 2500 BC,-2626,-2499,Cylindrical.,327204,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/64209.jpg""",,Alabaster,,,,,,,,Vase,E2276,ES 2276,Old Kingdom|Fourth Dynasty,Egypt|El-Kab,,http://www.penn.museum/collections/object/327204
3708,"Distribution from the Egypt Exploration Fund; William Flinders Petrie, 1898",,,,Egyptian,2500 - 2170 BC,-2501,-2169,"Drab ware. Cone shaped, sides contracting to flaring neck with thickened rim. Found with 5 other jars of same type with mud caps.",297037,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/234735.jpg""",,Ceramic,,,,,,,,Vase,E2575,ES2575,Old Kingdom|Fifth Dynasty,Egypt|Deshasheh,,http://www.penn.museum/collections/object/297037
3709,"Distribution from the British School of Archaeology; Sir William Matthew Flinders Petrie, 1907",,,,Egyptian,2350 - 2170 BC,-2351,-2169,"Red ware. Nearly globular body, rolled rim.",186186,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/234718.jpg""",,Ceramic,,,,,,,,Jar,E2846,ES2846,Old Kingdom|Sixth Dynasty,Egypt|Zaraby,,http://www.penn.museum/collections/object/186186
3710,"The Eckley B. Coxe Jr. Expedition to Nubia, Karanog, Aniba Cemetery; D. Randall-MacIver and C. L. Wooley, 1908",,Meroitic,,Egyptian,100 BC-AD 300,-100,300,Tall cylindrical jar decorated with a scene of two giraffes and a tall plant motif.,301424,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/77106.jpg""",,Ceramic|Paint,,,,,,,,Jar,E8213,,,Egypt|Nubia|Karanog Cemetery,,http://www.penn.museum/collections/object/301424
3711,"The Eckley B. Coxe Jr. Expedition to Nubia, Karanog, Aniba Cemetery; D. Randall-MacIver and C. L. Wooley, 1908",,Meroitic,,Egyptian,100 BC - AD 300,-100,300,"Decorated, Fv. Isis knots and ankh signs.",329035,Ankh|Isis Knot,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/64354.jpg""",,Ceramic|Paint,,,,,,,,Jar,E8237,,,Egypt|Nubia|Karanog Cemetery,Painted,http://www.penn.museum/collections/object/329035
3712,"The Eckley B. Coxe Jr. Expedition to Nubia, Karanog, Aniba Cemetery; D. Randall-MacIver and C. L. Wooley, 1908",,Meroitic,,Egyptian,100BC-AD300,-100,300,"Decorated, F. vii",168693,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/114200.jpg""",,Ceramic,,,,,,,,Jar,E8550,,,Egypt|Nubia|Karanog Cemetery,,http://www.penn.museum/collections/object/168693
3713,"The Eckley B. Coxe Jr. Expedition to Nubia, Karanog, Aniba Cemetery; D. Randall-MacIver and C. L. Wooley, 1908",,Meroitic,,Egyptian,75-125 AD,75,125,Bacchanalian dancer of satyrs; blue and white on red ground.  The figures are corpulent and play flutes.,109972,Dionysiac Scene,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/76556.jpg""",,Ceramic|Paint,,,,,,,,Jar,E8216,,,Egypt|Nubia|Karanog Cemetery,Painted,http://www.penn.museum/collections/object/109972
3714,"The Eckley B. Coxe Jr. Expedition to Nubia, Karanog, Aniba Cemetery; D. Randall-MacIver and C. L. Wooley, 1908",,Meroitic,,Egyptian,100 BC-AD 300,-100,300,"Lion couchant, blue faience.",276058,Lion,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/142574.jpg""",,Faience,,,,,,,,Amulet,E8016,,,Egypt|Nubia|Karanog Cemetery,,http://www.penn.museum/collections/object/276058
3715,"The Eckley B. Coxe Jr. Expedition to Nubia, Karanog, Aniba Cemetery; D. Randall-MacIver and C. L. Wooley, 1908",,Meroitic,,Egyptian,100 BC-AD 300,-100,300,Apparently originally order.,49037,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/196279.jpg""",,Glass,,,,,,,,String of Beads,E7837,,,Egypt|Nubia|Karanog Cemetery,,http://www.penn.museum/collections/object/49037
3716,"Purchased from William Flinders Petrie, 1893",,,,Egyptian,-1539-1292BC,-1539,-1292,"Rough, ready to be heated for rolling.",488010,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/205735.jpg""",,Glass,,,,,,,,Glass,E845.36,ES845,Eighteenth Dynasty|New Kingdom,Egypt|El-Amarna,,http://www.penn.museum/collections/object/488010
3717,"Purchased from William Flinders Petrie, 1893",,,,Egyptian,-1539-1292BC,-1539,-1292,"Rough, ready to be heated for rolling.",488013,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/205737.jpg""",,Glass,,,,,,,,Glass,E845.38,ES845,Eighteenth Dynasty|New Kingdom,Egypt|El-Amarna,,http://www.penn.museum/collections/object/488013
3718,"Purchased from William Flinders Petrie, 1893",,,,Egyptian,1539-1292 BC,-1539,-1292,Rod of glass flattened into strip. Dark blue,482040,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/207293.jpg""",,Glass,,2.6,,0.3,cm,0.9,,Object,E844K,ES844,Eighteenth Dynasty,Egypt|El-Amarna,,http://www.penn.museum/collections/object/482040
3719,"Purchased from William Flinders Petrie, 1893",,,,Egyptian,-1539-1292BC,-1539,-1292,"Rough, ready to be heated for rolling.",488073,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/205714.jpg""",,Glass,,,,,,,,Glass,E845.58,ES845,Eigtheenth dynasty|New Kingdom,Egypt|El-Amarna,,http://www.penn.museum/collections/object/488073
3720,"The Eckley B. Coxe Jr. Expedition to Meydum; Alan Rowe, 1932",,Roman Imperial,,Egyptian,300-499 AD,300,499,"Bronze. From a hoard found in a jar (32-42-1167). The following are represented: Constans, Arcadius, Theodosius, Honorius, Valentinian, Gratian, Magn. Maximus, Julian, Helene, Aelia Flacilla.",161856,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/325373.jpg""",,Bronze,,,,,,,,Coin,32-42-1200.1411,32-1-291,Imperial Roman Period,Egypt|Meydum,,http://www.penn.museum/collections/object/161856
3721,"The Eckley B. Coxe Jr. Expedition to Meydum; Alan Rowe, 1932",,Roman Imperial,,Egyptian,300-499 AD,300,499,"Bronze. From a hoard found in a jar (32-42-1167). The following are represented: Constans, Arcadius, Theodosius, Honorius, Valentinian, Gratian, Magn. Maximus, Julian, Helene, Aelia Flacilla.",39963,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/325381.jpg""",,Bronze,,,,,,,,Coin,32-42-1200.1413,32-1-291,Imperial Roman Period,Egypt|Meydum,,http://www.penn.museum/collections/object/39963
3722,"Purchased from William Flinders Petrie, 1893",,,,Egyptian,-1539-1292BC,-1539,-1292,"Rough, ready to be heated for rolling.",488063,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/205394.jpg""",,Glass,,,,,,,,Glass,E845.48,ES845,Eighteenth Dynasty|New Kingdom,Egypt|El-Amarna,,http://www.penn.museum/collections/object/488063
3723,"Purchased from William Flinders Petrie, 1893",,,,Egyptian,-1539-1292BC,-1539,-1292,"Rough, ready to be heated for rolling.",488065,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/205389.jpg""",,Glass,,,,,,,,Glass,E845.50,ES845,Eighteenth Dynasty|New Kingdom,Egypt|El-Amarna,,http://www.penn.museum/collections/object/488065
3724,"Purchased from William Flinders Petrie, 1893",,,,Egyptian,,,,Green.,128639,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/206378.jpg""",,Pigment,,,,,,,,Pigment,E861G,ES848A,,Egypt|El-Amarna,,http://www.penn.museum/collections/object/128639
3725,"Purchased from William Flinders Petrie, 1893",,,,Egyptian,-1539-1292 BC,-1539,-1292,First stage in preparing lump glass or threads. Dark Blue.,481474,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/201026.jpg""",,Glass,,3.3,,,cm,0.4,,Rod,E843P,ES843,Eighteenth Dynasty|New Kingdom,Egypt|El-Amarna,,http://www.penn.museum/collections/object/481474
3726,"The Eckley B. Coxe Jr. Expedition to Meydum; Alan Rowe, 1932",,Roman Imperial,,Egyptian,300-499 AD,300,499,"Bronze. From a hoard found in a jar (32-42-1167). The following are represented: Constans, Arcadius, Theodosius, Honorius, Valentinian, Gratian, Magn. Maximus, Julian, Helene, Aelia Flacilla.",252202,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/325627.jpg""",,Bronze,,,,,,,,Coin,32-42-1200.1444,32-1-291,Imperial Roman Period,Egypt|Meydum,,http://www.penn.museum/collections/object/252202
3727,"Purchased from William Flinders Petrie, 1893",,,,Egyptian,-1539-1292 BC,-1539,-1292,"Rough, ready to be heated for rolling",487574,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/206918.jpg""",,Glass,,,,,,,,Glass,E845.19,ES845,Eighteenth Dynasty|New Kingdom,Egypt|El-Amarna,,http://www.penn.museum/collections/object/487574
3728,"Gift of the British School of Archaeology in Egypt, 1921",,,,Egyptian,,,,One handle. Shape of Phoenician vases. Red ware.,249394,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/276178.jpg""",,Ceramic,,,,,,,,Bilbil Flask,E15423,,,Egypt|Sedment,,http://www.penn.museum/collections/object/249394
3729,"Purchased from William Flinders Petrie, 1893",,,,Egyptian,1539 - 1292 BC,-1540,-1291,"Rough, ready to be heated for rolling.",330024,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/205380.jpg""",,Glass,,,,,,,,Glass,E845.5,ES845|E845E,New Kingdom|Eighteenth Dynasty,Egypt|El-Amarna,,http://www.penn.museum/collections/object/330024
3730,Loaned by the Philadelphia Museum of Art,,,,Egyptian,1539-1075 BC,-1540,-1074,,157886,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/64250.jpg""",,Serpentine,,,,,,,,Heart Scarab,L-55-150,04-333,New Kingdom,Egypt,,http://www.penn.museum/collections/object/157886
3731,Loaned by the Philadelphia Museum of Art,,,,Egyptian,,,,,246224,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/264404.jpg""",,Faience,,,,,cm,,,Shawabti,L-55-155,04-344,,Egypt,,http://www.penn.museum/collections/object/246224
3732,Loaned by the Philadelphia Museum of Art,,,,Egyptian,,,,,330486,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/264372.jpg""",,Terracotta,,,,,cm,,,Shawabti,L-55-170,04-349,,Egypt,,http://www.penn.museum/collections/object/330486
3733,"Purchased from William Flinders Petrie, 1893",,,,Egyptian,-1539-1292 BC,-1539,-1292,Rod of rolled glass. Yellow,487909,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/200996.jpg""",,Glass,,5.0,,,cm,,,Rod,E1008C.1,ES 840,Eighteenth Dynasty|New Kingdom,Egypt|El-Amarna,,http://www.penn.museum/collections/object/487909
3734,"The Eckley B. Coxe Jr. Expedition to Drah abu el Naga (Thebes), Egypt; Clarence Stanley Fisher, 1921-1923",,,,Egyptian,,,,,446481,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/269043.jpg""",,Bronze,,4.7,,,cm,1.2,,Tweezers,29-87-568,DAN1553,,Egypt|Dra Abu El-Naga,,http://www.penn.museum/collections/object/446481
3735,"Gift of Mrs. Dillwyn Parrish, 1914",,,,Egyptian,,,,Large Heart Scarab,389075,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/269060.jpg""",,,,4.3,,,cm,3.0,,Heart Scarab,E15007,DP133,,Egypt,,http://www.penn.museum/collections/object/389075
3736,"Distribution from the Egyptian Research Account; William Flinders Petrie, 1895",,,,Egyptian,664 - 525 BC,-665,-524,,281068,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/269066.jpg""",,Bronze,15.5,,,,,11.1,,Mirror,E1054,ES 1054,Late Period|Twenty-Sixth Dynasty,Egypt,,http://www.penn.museum/collections/object/281068
3737,"Gift of the British School of Archaeology in Egypt, 1921",,,,Egyptian,,,,,389073,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/269050.jpg""",,Alabaster,4.7,,4.3,,cm,,,Kohl Pot,E15461,,,Egypt|Sawama,,http://www.penn.museum/collections/object/389073
3738,"Distribution from the Egyptian Research Account, 1900",,,,Egyptian,1539-1292 BC,-1540,-1291,,143268,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/269063.jpg""",,Bronze,,15.0,,,cm,2.0,,Knife,E9235,AES 1924,Eighteenth Dynasty|New Kingdom,Egypt|Abydos,,http://www.penn.museum/collections/object/143268
3739,"The Eckley B. Coxe Jr. Expedition to Nubia, Buhen; D. Randall-MacIver and C. L. Wooley, 1910",,,,Egyptian,,,,,50661,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/230736.jpg""",,Terracotta,,,,,,,,Shawabti,E16103,,,Egypt|Nubia|Buhen,,http://www.penn.museum/collections/object/50661
3740,"Distribution from the Egypt Exploration Fund, 1912",,Rhodian,,Egyptian,,,,,313404,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/244442.jpg""",,Ceramic,,,,,,,,Jar Handle,E12295,,Ptolemaic,Egypt|Abydos,,http://www.penn.museum/collections/object/313404
3741,"The Eckley B. Coxe Jr. Expedition to Mit-Rahineh (Memphis), Egypt, 1915-1920",,,,Egyptian,,,,Buff pottery. Stamped.,87044,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/241177.jpg""",,Ceramic,1.6,10.2,,,cm,3.5,,Jar Handle,29-71-119,M9729,,Egypt|Mit-Rahineh,Stamped,http://www.penn.museum/collections/object/87044
3742,"Purchased from William Flinders Petrie, 1893",,,,Egyptian,-1539-1292BC,-1539,-1292,"Rough, ready to be heated for rolling.",488067,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/205402.jpg""",,Glass,,,,,,,,Glass,E845.52,ES845,Eigtheenth dynasty|New Kingdom,Egypt|El-Amarna,,http://www.penn.museum/collections/object/488067
3743,"Purchased from William Flinders Petrie, 1893",,,,Egyptian,-1539-1292BC,-1539,-1292,"Rough, ready to be heated for rolling.",488060,,,,Glass,,,,,,,,Glass,E845.45,ES845,Eighteenth Dynasty|New Kingdom,Egypt|El-Amarna,,http://www.penn.museum/collections/object/488060
3744,"Purchased from William Flinders Petrie, 1893",,,,Egyptian,-1539-1292BC,-1539,-1292,"Rough, ready to be heated for rolling",488062,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/205392.jpg""",,Glass,,,,,,,,Glass,E845.47,ES845,Eighteenth Dynasty|New Kingdom,Egypt|El-Amarna,,http://www.penn.museum/collections/object/488062
3745,"Purchased from William Flinders Petrie, 1893",,,,Egyptian,-1539-1292BC,-1539,-1292,"Rough, ready to be heated for rolling.",487913,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/205750.jpg""",,Glass,,,,,,,,Glass,E845.33,ES845,Eighteenth Dynasty|New Kingdom,Egypt|El-Amarna,,http://www.penn.museum/collections/object/487913
3746,"Purchased from William Flinders Petrie, 1893",,,,Egyptian,-1539-1292BC,-1539,-1292,"Rough, ready to be heated for rolling.",488008,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/205746.jpg""",,Glass,,,,,,,,Glass,E845.35,ES845,Eighteenth Dynasty|New Kingdom,Egypt|El-Amarna,,http://www.penn.museum/collections/object/488008
3747,"Purchased from William Flinders Petrie, 1893",,,,Egyptian,-1539-1292BC,-1539,-1292,"Rough, ready to be heated for rolling.",488015,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/205738.jpg""",,Glass,,,,,,,,Glass,E845.39,ES845,Eighteenth Dynasty|New Kingdom,Egypt|El-Amarna,,http://www.penn.museum/collections/object/488015
3748,"Purchased from William Flinders Petrie, 1893",,,,Egyptian,-539-1292,539,1292,"Rough, ready to be heated for rolling.",488056,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/205739.jpg""",,Glass,,,,,,,,Glass,E845.41,ES845,Eighteenth Dynasty|New Kingdom,Egypt|El-Amarna,,http://www.penn.museum/collections/object/488056
3749,"Purchased from William Flinders Petrie, 1893",,,,Egyptian,,,,Colonette. Made in mold. Glazed. See E 667.,76110,bud,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/205801.jpg""",,Faience,,,,,,,,Pendant,E836,,,Egypt|El-Amarna,,http://www.penn.museum/collections/object/76110
3750,"The Eckley B. Coxe Jr. Expedition to Meydum; Alan Rowe, 1932",,Roman Imperial,,Egyptian,300-499 AD,300,499,"Bronze. From a hoard found in a jar (32-42-1167). The following are represented: Constans, Arcadius, Theodosius, Honorius, Valentinian, Gratian, Magn. Maximus, Julian, Helene, Aelia Flacilla.",58156,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/329839.jpg""",,Bronze,,,,,,,,Coin,32-42-1200.2093,32-1-291,Imperial Roman Period,Egypt|Meydum,,http://www.penn.museum/collections/object/58156
3751,"The Eckley B. Coxe Jr. Expedition to Meydum; Alan Rowe, 1932",,Roman Imperial,,Egyptian,300-499 AD,300,499,"Bronze. From a hoard found in a jar (32-42-1167). The following are represented: Constans, Arcadius, Theodosius, Honorius, Valentinian, Gratian, Magn. Maximus, Julian, Helene, Aelia Flacilla.",29190,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/329844.jpg""",,Bronze,,,,,,,,Coin,32-42-1200.2095,32-1-291,Imperial Roman Period,Egypt|Meydum,,http://www.penn.museum/collections/object/29190
3752,"The Eckley B. Coxe Jr. Expedition to Meydum; Alan Rowe, 1932",,Roman Imperial,,Egyptian,300-499 AD,300,499,"Bronze. From a hoard found in a jar (32-42-1167). The following are represented: Constans, Arcadius, Theodosius, Honorius, Valentinian, Gratian, Magn. Maximus, Julian, Helene, Aelia Flacilla.",168421,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/329851.jpg""",,Bronze,,,,,,,,Coin,32-42-1200.2097,32-1-291,Imperial Roman Period,Egypt|Meydum,,http://www.penn.museum/collections/object/168421
3753,"The Eckley B. Coxe Jr. Expedition to Meydum; Alan Rowe, 1932",,Roman Imperial,,Egyptian,300-499 AD,300,499,"Bronze. From a hoard found in a jar (32-42-1167). The following are represented: Constans, Arcadius, Theodosius, Honorius, Valentinian, Gratian, Magn. Maximus, Julian, Helene, Aelia Flacilla.",124308,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/329858.jpg""",,Bronze,,,,,,,,Coin,32-42-1200.2099,32-1-291,Imperial Roman Period,Egypt|Meydum,,http://www.penn.museum/collections/object/124308
3754,"The Eckley B. Coxe Jr. Expedition to Meydum; Alan Rowe, 1932",,Roman Imperial,,Egyptian,300-499 AD,300,499,"Bronze. From a hoard found in a jar (32-42-1167). The following are represented: Constans, Arcadius, Theodosius, Honorius, Valentinian, Gratian, Magn. Maximus, Julian, Helene, Aelia Flacilla.",331146,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/329866.jpg""",,Bronze,,,,,,,,Coin,32-42-1200.2101,32-1-291,Imperial Roman Period,Egypt|Meydum,,http://www.penn.museum/collections/object/331146
3755,"Purchased from William Flinders Petrie, 1893",,,,Egyptian,1539-1292 BC,-1539,-1292,Used for cobble floor of furnace on which glazing and toasting pats of colour could be done. When disintegrated by the heat these were ground up for pure silica to make the frit. Gray.,482099,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/205119.jpg""",,Quartz,,3.2,,,cm,2.3,,Pebble,E847E,ES847,Eighteenth Dynasty,Egypt|El-Amarna,,http://www.penn.museum/collections/object/482099
3756,Loaned by the Philadelphia Museum of Art,,,,Egyptian,,,,"Faience ""New Year's Flask""",237587,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/264331.jpg""",,Faience,,,,,cm,,,Flask,L-55-319,,,Egypt,,http://www.penn.museum/collections/object/237587
3757,"Distribution from the Egypt Exploration Fund, 1890",,,,Egyptian,945 - 712 BC,-946,-711,"This relief depicts a procession of priests (upper three rows) and dwarfs (lowest complete row) during the heb-sed (jubilee festival) of King Osorkon II. This festival was a celebration of the renewal of kingship, usually held after 30 years of reign. Osorkon II celebrated a heb-sed in the 22nd year of his reign. This relief comes from the jubilee portal built by Osorkon II at the Temple of Bastet in Bubastis. Additional architectural fragments from this temple are E224 and E225.",237562,Festival,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/104235.jpg""",,Granite,,,,,,,,Relief,E226,ES 226,Third Intermediate Period|Twenty-Second Dynasty,Egypt|Bubastis,Incised,http://www.penn.museum/collections/object/237562
3758,"Purchased from William Flinders Petrie, 1893",,,,Egyptian,-1539-1292 BC,-1539,-1292,"Rough, ready to be heated for rolling.",487681,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/206927.jpg""",,Glass,,,,,,,,Glass,E845.24,ES845,Eighteenth Dynasty|New Kingdom,Egypt|El-Amarna,,http://www.penn.museum/collections/object/487681
3759,"Purchased from William Flinders Petrie, 1893",,,,Egyptian,1539-1292 BC,-1540,-1291,Rim. Glaze on side.Jars were inverted to support pans of glass in furnace.,202322,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/205126.jpg""",,Ceramic,,9.0,,,cm,6.3,,Jar Fragment,E848B,ES848,Eighteenth Dynasty|New Kingdom,Egypt|El-Amarna,,http://www.penn.museum/collections/object/202322
3760,"Purchased from William Flinders Petrie, 1893",,,,Egyptian,-1539-1292BC,-1539,-1292,"Rough, ready to be heated for rolling.",487685,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/201005.jpg""",,Glass,,,,,,,,Glass,E845.27,ES845,Eighteenth Dynasty|New Kingdom,Egypt|El-Amarna,,http://www.penn.museum/collections/object/487685
3761,"Purchased from William Flinders Petrie, 1893",,,,Egyptian,1539 - 1292 BC,-1540,-1291,"Rough, ready to be heated for rolling.",60937,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/205377.jpg""",,Glass,,,,,,,,Glass,E845.4,ES845|E845D,New Kingdom|Eighteenth Dynasty,Egypt|El-Amarna,,http://www.penn.museum/collections/object/60937
